"","ppid_trialn","heading","StartFrame","StartYawRateChange","FirstSteeringTime","pNum","ResponseStartWorldYaw","EarlyResponses","PeakFrame","PeakYawRateChange","PeakSteeringTime","PeakWorldYaw","PeakWorld_x","PeakWorld_z"
"811","14_1_4",2,29,0.0592307789394489,0.466678640099797,14,359.632373958826,FALSE,39,0.284813489756245,0.6333234728591,359.810252815485,0.470820277929306,163.722671508789
"812","14_1_41",1,36,0.0665734551134921,0.583491754933021,14,357.060953378677,FALSE,117,0.212365988042805,1.93332981173501,357.559624433517,-56.1872367858887,1552.27587890625
"813","14_1_42",1.5,29,0.0503380107313463,0.466699467837003,14,354.982682704926,FALSE,42,0.252832120375616,0.683363468150986,355.230566501617,-57.847957611084,1579.55078125
"814","14_1_43",1,41,0.0590676002395458,0.666625816131017,14,356.546844005585,FALSE,53,0.163986035090782,0.866610119865015,356.712434530258,-60.2421073913574,1618.27075195312
"815","14_1_45",1,28,0.0764452256175467,0.450148963593989,14,357.739828109741,FALSE,37,0.34469696753908,0.600103836830982,357.550457239151,-63.6125221252441,1690.71667480469
"816","14_1_46",0.5,35,0.0500116724790116,0.566652680891991,14,358.100216388702,FALSE,41,0.138368285641004,0.666866391579987,358.056975722313,-65.5635604858398,1728.52685546875
"817","14_1_47",1.5,25,0.0652680589463605,0.399600952642999,14,357.682125329971,FALSE,35,0.282773895975851,0.566207450292978,357.500226974487,-67.2967224121094,1765.01647949219
"818","14_1_48",1.5,33,0.0513170020858863,0.533371769059983,14,356.016808271408,FALSE,41,0.219300695432302,0.666658416065985,356.10947394371,-70.0735321044922,1803.0400390625
"819","14_1_50",1,31,0.0683682962018984,0.500092064632014,14,358.718715071678,FALSE,41,0.394382278011875,0.666671697520997,358.4830981493,-73.0732574462891,1877.63427734375
"820","14_1_51",1.5,24,0.0535197949388647,0.38260370854502,14,358.665087580681,FALSE,32,0.326829821742162,0.515955555422011,358.538529872894,-74.5437622070312,1913.73120117188
"821","14_1_53",1,41,0.0648601278489008,0.666683469719999,14,358.086792469025,FALSE,49,0.258379905617042,0.799963174146967,358.197549104691,-78.2302322387695,1990.2978515625
"822","14_1_55",1,98,0.0519696667373597,1.616772968617,14,359.592743337154,FALSE,105,0.218892782874457,1.73329238218003,359.667942047119,-79.0905914306641,2072.4189453125
"823","14_1_58",1.5,35,0.0554778565172896,0.566755008466998,14,0.59658282995224,FALSE,43,0.283508167481636,0.699976455601984,0.48347994685173,-77.2539138793945,2175.8603515625
"824","14_1_60",1,32,0.0762004510332376,0.516131534702026,14,358.413295149803,FALSE,40,0.216689980675689,0.649337285572017,358.298992156982,-78.8493423461914,2250.10278320312
"825","14_1_61",1,108,0.0529487219168034,1.78332996266101,14,359.26089912653,FALSE,118,0.222890403443006,1.95003667492705,359.393912434578,-80.5219268798828,2297.79150390625
"826","14_1_62",0.5,37,0.0693473256994169,0.60001297960298,14,357.965875148773,FALSE,47,0.29280886779396,0.766761045490966,357.782573461533,-80.8404541015625,2325.6494140625
"827","14_1_63",1.5,33,0.0592307625273308,0.533407689359024,14,358.658681869507,FALSE,41,0.227785558680763,0.666780363973032,358.76310312748,-82.1547317504883,2362.01831054688
"828","14_1_64",1.5,37,0.0570279900375363,0.600106855343995,14,0.167128637433052,FALSE,46,0.30276224894193,0.750032750860953,0.315205842256546,-81.9259490966797,2400.013671875
"829","14_1_65",1,38,0.0778321679768376,0.616685431753012,14,1.22873997688293,FALSE,43,0.195885784491204,0.700001207405023,1.18149077892303,-80.827751159668,2436.92578125
"830","14_1_66",1.5,31,0.054825158889616,0.499980379667988,14,0.38699933886528,FALSE,42,0.338414929920346,0.683317888610986,0.137854486703873,-80.664306640625,2473.98852539062
"831","14_1_67",1,35,0.0648601448688751,0.566710938183974,14,0.547929227352142,FALSE,44,0.261561738149131,0.716747613111011,0.689778506755829,-81.0589370727539,2511.57788085938
"832","14_1_68",1,27,0.063881104581909,0.433430931906003,14,0.7456214427948,FALSE,36,0.215303050245577,0.583411160648041,0.873360991477966,-80.1788787841797,2547.82788085938
"833","14_1_69",1.5,27,0.0640442893603742,0.433447533724973,14,1.34816193580627,FALSE,37,0.299009336093506,0.600047692497981,1.53647041320801,-78.9265823364258,2585.13647460938
"834","14_1_7",2,31,0.0575174811558846,0.500057351738199,14,1.78551387786865,FALSE,38,0.162925429312222,0.616789268584199,1.85271406173706,2.83057975769043,275.417388916016
"835","14_1_70",2,27,0.0588228353809365,0.433337961719019,14,2.95975852012634,FALSE,39,0.258706287293106,0.633337358016036,2.74339365959167,-76.9283065795898,2622.677734375
"836","14_1_71",2,29,0.0583333482517482,0.466918793259026,14,4.073245,FALSE,42,0.256177156177156,0.683418793259023,3.771121,-75.71055,2660.375
"837","14_1_72",1,27,0.0545804368298368,0.433400000000006,14,1.71606,FALSE,121,0.190256439160839,2.00009999999997,0.929305,-74.47873,2708.22
"838","14_1_73",1.5,22,0.0552330988811189,0.349699999999984,14,2.858853,FALSE,32,0.158030305594406,0.516500000000008,2.730936,-73.64102,2733.537
"839","14_1_74",2,35,0.0659207784382284,0.566700000000026,14,4.53513,FALSE,136,0.439498834498835,2.25,5.722232,-70.70766,2784.463
"840","14_1_75",1.5,35,0.0717948138694638,0.566599999999994,14,4.557646,FALSE,43,0.269475541258741,0.699900000000014,4.685058,-68.6698,2809.309
"841","14_1_78",2,39,0.0626573388578088,0.633399999999995,14,8.066355,FALSE,52,0.472132867132867,0.849899999999991,7.608788,-59.67648,2922.104
"842","14_1_79",1.5,51,0.0732633856643357,0.833299999999952,14,3.162795,FALSE,63,0.31965034965035,1.0333,3.449046,-56.50617,2960.757
"843","14_1_8",1.5,37,0.0757925594464325,0.599521263911598,14,1.17041599750519,FALSE,45,0.294848478527844,0.732802477595101,1.03771591186523,4.76737642288208,313.6181640625
"844","14_1_81",2,36,0.0599650165501165,0.583399999999983,14,2.340054,FALSE,46,0.43794870955711,0.750200000000007,2.572504,-52.24873,3033.014
"845","14_1_82",0.5,38,0.0540909397435897,0.617399999999975,14,3.088353,FALSE,46,0.240431201631702,0.75,2.991077,-49.87459,3070.264
"846","14_1_83",2,41,0.0589860235431235,0.666699999999992,14,4.950274,FALSE,50,0.288892717948718,0.816699999999969,5.065112,-47.63915,3108.055
"847","14_1_84",2,33,0.0681235832167832,0.533399999999972,14,3.401227,FALSE,43,0.611888128671329,0.699999999999989,3.084486,-43.78147,3144.228
"848","14_1_85",2,31,0.0950466134032634,0.5,14,1.986885,FALSE,39,0.514312345920746,0.633400000000051,2.186023,-42.75229,3181.008
"849","14_1_86",2,38,0.0654312247086247,0.616700000000037,14,0.6242677,FALSE,49,0.438927738927739,0.800000000000011,0.3489987,-40.87353,3219.606
"850","14_1_88",1,34,0.0761188853146853,0.550000000000011,14,1.768552,FALSE,142,0.927377628205128,2.34990000000005,4.103858,-40.46658,3306.632
"851","14_1_89",2,33,0.0881934758741258,0.533400000000029,14,359.5008,FALSE,44,0.935780885780886,0.716700000000003,0.03125353,-40.12418,3330.886
"852","14_1_9",1.5,35,0.071794864111569,0.5666795456535,14,358.960536241531,FALSE,43,0.211794876212924,0.700120740501497,358.853745818138,4.47597455978394,350.547668457031
"853","14_2_1",1.5,32,0.079708651048951,0.51666,14,1.990845,FALSE,41,0.338006990909091,0.66666,1.804834,0.2481601,52.14008
"854","14_2_10",1,40,0.0587412672494172,0.649999999999999,14,358.6202,FALSE,47,0.19441724009324,0.766960000000005,358.5505,1.160172,388.3987
"855","14_2_12",1,22,0.0589859977855478,0.349989999999991,14,358.4108,FALSE,31,0.135839163403263,0.5,358.5083,-1.65864,460.7362
"856","14_2_14",1.5,46,0.0583333311188811,0.74936000000001,14,359.6709,FALSE,151,0.237657349790212,2.49933,358.1164,-1.651801,551.2514
"857","14_2_15",2,29,0.0761188581585081,0.466670000000008,14,358.6147,FALSE,37,0.525489524522144,0.599919999999997,358.7563,-2.518459,573.3641
"858","14_2_16",0.5,50,0.0735897592074592,0.816720000000004,14,0.6211563,FALSE,59,0.412983672494173,0.966710000000006,0.8205123,-1.99095,613.6218
"859","14_2_17",1.5,33,0.063717932051282,0.5334,14,0.9191811,FALSE,43,0.399440559440559,0.700149999999994,0.696747,-1.291432,648.8105
"860","14_2_19",2,33,0.0580069895104895,0.533360000000002,14,0.9093887,FALSE,43,0.231375291375291,0.699960000000004,0.6389056,-1.487918,723.4673
"861","14_2_2",1.5,35,0.0507459061771562,0.565910000000002,14,2.68901,FALSE,45,0.321689966200466,0.73255,2.863266,1.129338,89.98717
"862","14_2_20",1.5,34,0.0525407923076923,0.550200000000004,14,1.782966,FALSE,44,0.344696963403263,0.716800000000006,1.980657,-1.551667,760.9225
"863","14_2_21",0.5,49,0.064696957972028,0.799399999999991,14,2.508085,FALSE,58,0.132330983449883,0.949399999999997,2.406021,0.4230675,799.9294
"864","14_2_22",0.5,33,0.075466167016317,0.5334,14,1.948907,FALSE,40,0.288484881118881,0.650000000000006,2.048622,1.696196,834.8364
"865","14_2_24",1.5,32,0.0675524455710955,0.515900000000002,14,1.817728,FALSE,45,0.338251748251748,0.732500000000002,1.4743,5.273596,909.9391
"866","14_2_25",0.5,34,0.0528671181818182,0.549999999999997,14,359.243,FALSE,42,0.288811227272727,0.683400000000006,359.3409,5.188072,946.8661
"867","14_2_26",0.5,43,0.0621678284382284,0.699999999999989,14,0.378104,FALSE,49,0.203391609324009,0.799900000000008,0.299398,5.209001,985.1291
"868","14_2_27",1,41,0.0572727163170163,0.666000000000025,14,0.2078356,FALSE,50,0.208613045454545,0.816100000000006,0.08347563,5.520798,1022.458
"869","14_2_28",1.5,28,0.0704079261072261,0.449999999999989,14,359.9594,FALSE,38,0.274207471794872,0.616600000000005,0.1478038,5.355323,1058.189
"870","14_2_29",2,32,0.0537645558275058,0.516800000000018,14,1.159325,FALSE,41,0.316060597668998,0.666600000000017,1.309556,6.13004,1095.908
"871","14_2_3",1.5,37,0.0507459148018648,0.599989999999998,14,0.5554721,FALSE,46,0.195967371421911,0.750159999999997,0.5180742,3.142717,127.3802
"872","14_2_30",1,39,0.06037293006993,0.633399999999995,14,2.367291,FALSE,48,0.272331012587413,0.7834,2.223172,8.075046,1134.122
"873","14_2_32",2,34,0.0767715924242424,0.549900000000008,14,1.711065,FALSE,44,0.397482517482517,0.716800000000006,1.961021,10.44377,1208.212
"874","14_2_34",1.5,26,0.0602097645687646,0.416699999999992,14,2.975055,FALSE,37,0.210897435897436,0.599999999999994,3.157105,15.15818,1281.783
"875","14_2_35",0,27,0.0506643536130536,0.433400000000006,14,3.557182,FALSE,33,0.145221443356643,0.5334,3.603226,17.94262,1318.335
"876","14_2_36",0.5,50,0.0571095273659674,0.816699999999997,14,4.530013,FALSE,55,0.134044283216783,0.900100000000009,4.487422,20.71526,1358.504
"877","14_2_37",1.5,30,0.0536013975524475,0.483299999999986,14,4.868357,FALSE,37,0.220361326340326,0.600099999999998,4.94427,23.30642,1393.339
"878","14_2_38",0.5,36,0.051969677039627,0.582599999999985,14,4.789102,FALSE,47,0.286934750815851,0.765899999999988,4.994865,27.30841,1431.791
"879","14_2_39",1,45,0.0939860294871795,0.733400000000017,14,7.58679,FALSE,53,0.306433566666667,0.866700000000009,7.439694,31.37959,1469.699
"880","14_2_40",2,29,0.066328718065268,0.466700000000003,14,7.66093,FALSE,39,0.258298374592075,0.63330000000002,7.845809,35.70563,1504.762
"881","14_2_42",1,35,0.078076920979021,0.566800000000001,14,5.480028,FALSE,43,0.262703979487179,0.700099999999992,5.664218,45.70797,1579.249
"882","14_2_43",2,30,0.0599650221445221,0.483200000000011,14,7.46504,FALSE,39,0.336946386946387,0.633199999999988,7.294814,50.06948,1615.786
"883","14_2_44",1,35,0.0598834074592074,0.565999999999974,14,8.232952,FALSE,46,0.287261072261072,0.74939999999998,8.008418,54.32124,1653.668
"884","14_2_45",1.5,37,0.0563753532634032,0.600200000000001,14,8.310393,FALSE,49,0.38997668997669,0.800100000000015,8.019861,59.18035,1690.949
"885","14_2_46",1,39,0.070571078974359,0.633399999999995,14,8.427718,FALSE,47,0.225909128671329,0.766799999999989,8.534088,63.84698,1727.712
"886","14_2_47",0.5,39,0.0758741285547785,0.633399999999995,14,7.693362,FALSE,47,0.262051246620047,0.766899999999993,7.564251,69.5848,1764.593
"887","14_2_48",0.5,38,0.0735897715151515,0.61669999999998,14,8.717072,FALSE,44,0.164965051748252,0.716700000000003,8.773649,74.5332,1801.052
"888","14_2_49",1.5,32,0.0744872125874125,0.516700000000014,14,8.808575,FALSE,42,0.367540800932401,0.683400000000006,8.57872,80.47437,1837.637
"889","14_2_5",1,35,0.0558857844988345,0.566969999999998,14,359.5555,FALSE,43,0.136818178787879,0.699959999999997,359.6388,2.213493,201.4998
"890","14_2_51",2,37,0.0786480013986014,0.599400000000003,14,7.103109,FALSE,47,0.356934723543123,0.766099999999994,7.32827,89.99075,1912.36
"891","14_2_52",1,34,0.069836827039627,0.550100000000015,14,7.376449,FALSE,43,0.298601406993007,0.700000000000017,7.214458,95.41144,1948.749
"892","14_2_53",2,31,0.0774242777389277,0.500199999999978,14,7.606157,FALSE,40,0.320466206759907,0.650099999999981,7.781653,99.816,1985.415
"893","14_2_54",1,30,0.064941718065268,0.482700000000023,14,8.692497,FALSE,38,0.240023317948718,0.615999999999985,8.585811,105.8717,2021.841
"894","14_2_56",1.5,32,0.0526223716783216,0.516700000000014,14,9.967947,FALSE,43,0.320955702564103,0.700000000000045,9.74114,117.7612,2096.074
"895","14_2_59",1.5,38,0.0664918637529137,0.616800000000012,14,7.185561,FALSE,45,0.232027960839161,0.733399999999961,7.101611,131.5334,2207.475
"896","14_2_60",1,36,0.0691025374125874,0.583399999999983,14,6.950396,FALSE,44,0.208694634965035,0.716700000000003,7.053,135.4641,2244.463
"897","14_2_61",1.5,34,0.0635547611888112,0.549699999999973,14,6.903678,FALSE,41,0.244102583682984,0.666200000000003,6.817405,140.3833,2281.063
"898","14_2_62",1,30,0.0540093201631701,0.483499999999992,14,6.956227,FALSE,39,0.319079245687646,0.633299999999963,6.798285,144.1197,2317.934
"899","14_2_63",2,22,0.0513985968531468,0.349400000000003,14,7.286011,FALSE,33,0.311328662937063,0.532899999999984,7.062455,148.2657,2354.222
"900","14_2_64",2,31,0.0690209819347319,0.5,14,7.815837,FALSE,134,0.500932398601398,2.21659999999997,9.265225,154.55,2404.6
"901","14_2_65",2,15,0.0578438235431235,0.233299999999986,14,7.688543,FALSE,112,0.200780891724942,1.84999999999997,5.645013,159.4857,2438.621
"902","14_2_66",2,30,0.0615967367132867,0.483400000000017,14,6.104397,FALSE,40,0.446515151515152,0.650100000000009,6.337681,162.2572,2466.212
"903","14_2_67",2,29,0.0664102583916084,0.466700000000003,14,7.602853,FALSE,41,0.445536130536131,0.666600000000017,7.917686,167.4324,2503.311
"904","14_2_68",1.5,30,0.063391591025641,0.483200000000011,14,11.15001,FALSE,41,0.398216774825175,0.66640000000001,11.41395,174.0984,2540.034
"905","14_2_69",0.5,39,0.0505827201631701,0.633200000000045,14,10.5378,FALSE,47,0.192867141724942,0.766700000000014,10.6248,181.9668,2577.335
"906","14_2_7",0.5,28,0.070244761072261,0.4499,14,358.8054,FALSE,36,0.269475510489511,0.583329999999997,358.879,1.837893,274.9518
"907","14_2_70",2,30,0.0571911294871795,0.483399999999961,14,10.9781,FALSE,40,0.284242434731935,0.650100000000009,10.8043,189.1114,2613.022
"908","14_2_71",1.5,41,0.0777505824009324,0.666600000000017,14,11.17515,FALSE,49,0.247937038927739,0.800000000000011,11.29768,195.4646,2651.017
"909","14_2_72",1.5,32,0.0553147402331002,0.516700000000014,14,11.13416,FALSE,39,0.21326342004662,0.633399999999995,11.19953,202.9506,2686.221
"910","14_2_73",1,34,0.0708974051282051,0.550299999999993,14,9.798312,FALSE,40,0.155337977389277,0.650000000000034,9.854259,210.5838,2722.753
"911","14_2_76",1,25,0.0548251736596737,0.400100000000009,14,9.922752,FALSE,35,0.179405625174825,0.566800000000001,9.776389,227.8789,2832.691
"912","14_2_79",2,31,0.0794638553613053,0.500100000000032,14,6.217042,FALSE,41,0.330582742191142,0.666800000000023,6.001239,242.5277,2944.37
"913","14_2_8",1.5,24,0.0578438076923077,0.383359999999996,14,358.7444,FALSE,34,0.362237753846154,0.5501,358.9411,1.528344,312.013
"914","14_2_80",1,39,0.0608624876456876,0.63330000000002,14,5.998998,FALSE,52,0.313531468531469,0.850000000000023,5.6827,245.8722,2983.019
"915","14_2_81",0.5,36,0.0793006756410256,0.583500000000015,14,4.053199,FALSE,42,0.168554762937063,0.683499999999981,4.113925,248.7519,3018.896
"916","14_2_82",2,21,0.0692657455710955,0.331900000000019,14,3.320638,FALSE,38,0.160477842890443,0.615200000000016,3.579513,251.4015,3055.599
"917","14_2_83",1,22,0.0793006932400932,0.350099999999998,14,3.673302,FALSE,134,0.395442898368298,2.21660000000003,4.511733,255.8691,3105.522
"918","14_2_84",0.5,25,0.0669813226107226,0.399999999999977,14,3.051141,FALSE,32,0.288648034731935,0.516700000000014,2.954923,257.3526,3129.208
"919","14_2_86",1,29,0.0606992839160839,0.466099999999983,14,2.399091,FALSE,34,0.155582763962704,0.54929999999996,2.436328,260.7764,3204.058
"920","14_2_87",2,37,0.0557226107226107,0.600099999999998,14,3.339404,FALSE,43,0.246386947226107,0.700099999999964,3.276962,263.2283,3242.511
"921","14_2_88",2,30,0.0866433709790209,0.483400000000017,14,2.758877,FALSE,36,0.413554772960373,0.583500000000015,2.657743,264.3141,3278.891
"922","14_2_89",1.5,40,0.0863986017482517,0.650100000000009,14,1.492979,FALSE,114,0.381328671328671,1.88339999999999,3.701468,265.2815,3326.603
"923","14_2_9",0,23,0.0549067368298368,0.366729999999997,14,359.3954,FALSE,31,0.216118894871795,0.500079999999997,359.4928,1.683473,348.9374
"924","14_3_0",0,67,0.0613519662004662,1.100474,14,359.6885,FALSE,106,0.194906764662005,1.750497,359.7013,-0.02816903,23.87232
"925","14_3_1",1,34,0.053438227972028,0.550059999999998,14,359.5425,FALSE,40,0.207552447552448,0.65001,359.4837,-0.08044568,52.15233
"926","14_3_10",1.5,34,0.0608624566433566,0.55012,14,6.531021,FALSE,45,0.237983674592075,0.733499999999999,6.735221,28.75148,386.9507
"927","14_3_11",0.5,39,0.0621678123543123,0.633340000000004,14,6.8856,FALSE,150,0.382552447552448,2.48325000000001,6.681077,36.12761,437.7398
"928","14_3_12",1.5,31,0.0629020897435897,0.499980000000008,14,8.455243,FALSE,48,0.368275066666667,0.783330000000007,8.655176,39.29329,461.2572
"929","14_3_13",1,43,0.0698368212121212,0.699700000000007,14,8.654646,FALSE,52,0.297785558041958,0.850080000000005,8.506953,45.90263,498.3965
"930","14_3_14",1.5,28,0.0548251789044289,0.450059999999993,14,7.781483,FALSE,35,0.215955744988345,0.566539999999989,7.857737,50.57188,533.1465
"931","14_3_15",0.5,44,0.051480177039627,0.7166,14,7.378096,FALSE,51,0.16121213986014,0.833399999999997,7.313821,56.48894,572.1611
"932","14_3_16",1,36,0.0602913567599067,0.582819999999998,14,6.94181,FALSE,44,0.263846155944056,0.716179999999994,7.054361,60.96169,608.2827
"933","14_3_17",2,30,0.0500932588578088,0.483470000000011,14,7.428812,FALSE,40,0.37382285011655,0.650069999999999,7.622451,66.07414,644.7207
"934","14_3_18",2,23,0.0678787996503496,0.366670000000013,14,9.35884,FALSE,98,0.4169813495338,1.61657000000001,6.902514,73.20738,689.0695
"935","14_3_19",0.5,33,0.0660838918414918,0.533559999999994,14,6.795732,FALSE,42,0.165536138461538,0.683419999999998,6.68377,76.88797,718.7061
"936","14_3_20",0.5,28,0.0774242227272727,0.450299999999999,14,6.892435,FALSE,35,0.287505841491842,0.566699999999997,6.996195,81.02315,754.8674
"937","14_3_21",2,34,0.0518880986013986,0.5501,14,6.077602,FALSE,44,0.319324009324009,0.716800000000006,5.899506,85.70912,792.9761
"938","14_3_22",1.5,27,0.0761189121212121,0.433300000000003,14,5.774938,FALSE,37,0.342902106293706,0.600100000000012,5.546723,88.40722,829.2659
"939","14_3_23",0.5,22,0.0559673722610722,0.349999999999994,14,6.767715,FALSE,31,0.155256406293706,0.5,6.662089,91.6403,865.6396
"940","14_3_25",1.5,21,0.051643308018648,0.333399999999997,14,9.261299,FALSE,30,0.238065251515152,0.483400000000003,9.126475,101.2667,939.5323
"941","14_3_26",1.5,31,0.0754662231934732,0.500100000000003,14,7.655674,FALSE,42,0.31532634032634,0.683300000000003,7.397437,106.4623,978.1118
"942","14_3_27",1,78,0.0743240368298368,1.2833,14,9.459267,FALSE,89,0.342983599067599,1.46680000000001,9.717969,112.2036,1021.313
"943","14_3_28",1,36,0.0513985977855478,0.583300000000008,14,7.984331,FALSE,47,0.310839177622378,0.766700000000014,8.20427,117.4188,1052.597
"944","14_3_29",2,25,0.0562937093240093,0.400100000000009,14,10.87566,FALSE,37,0.40025641025641,0.599999999999994,10.57083,123.2806,1088.109
"945","14_3_3",1.5,38,0.0759557276223776,0.616029999999999,14,4.052237,FALSE,44,0.30300698974359,0.716009999999997,4.132025,1.081504,127.3068
"946","14_3_30",1,28,0.0553146223776224,0.449299999999994,14,9.184537,FALSE,122,0.264906762004662,2.01579999999998,8.630254,130.5804,1136.211
"947","14_3_31",1,30,0.0636363664801865,0.483500000000021,14,7.079509,FALSE,42,0.202575774358974,0.683400000000006,7.2866,134.3945,1162.6
"948","14_3_32",0.5,35,0.0640443057109557,0.566700000000026,14,7.745305,FALSE,44,0.175407892540793,0.7166,7.858976,139.599,1199.697
"949","14_3_33",1.5,28,0.0700815914918415,0.449399999999997,14,6.788812,FALSE,36,0.220361297202797,0.58280000000002,6.676194,144.4699,1235.628
"950","14_3_34",0.5,37,0.0551515282051282,0.600099999999998,14,6.19791,FALSE,45,0.241410228438228,0.733400000000017,6.190359,148.4608,1273.817
"951","14_3_35",2,26,0.0628205296037296,0.416799999999995,14,6.600463,FALSE,36,0.372435897435897,0.583399999999983,6.380042,152.749,1309.69
"952","14_3_36",2,30,0.0538461388111888,0.483300000000014,14,4.990819,FALSE,42,0.32634030955711,0.683500000000009,5.227913,155.7831,1347.695
"953","14_3_37",1.5,25,0.082645725990676,0.400100000000009,14,6.816006,FALSE,34,0.290034960839161,0.550200000000018,6.640784,160.1264,1383.695
"954","14_3_38",1.5,40,0.0558041855011655,0.649999999999977,14,8.258972,FALSE,47,0.360932398135198,0.766699999999986,8.355243,164.3678,1422.515
"955","14_3_40",0.5,46,0.0643706145687646,0.749500000000012,14,5.415795,FALSE,52,0.138041983916084,0.849400000000003,5.361554,173.9103,1497.203
"956","14_3_41",2,35,0.062902087995338,0.566600000000022,14,4.904251,FALSE,45,0.278531479020979,0.733100000000007,4.72535,177.0346,1533.466
"957","14_3_42",1.5,23,0.0507459418414918,0.366800000000012,14,4.229782,FALSE,34,0.28677157016317,0.550000000000011,4.023994,179.0186,1569.269
"958","14_3_43",0.5,28,0.0580885669463869,0.450099999999992,14,2.434974,FALSE,36,0.19678318997669,0.583499999999987,2.538819,180.8462,1606.818
"959","14_3_45",1,23,0.0501748289044289,0.366799999999984,14,4.272439,FALSE,32,0.252097877622378,0.516899999999993,4.152747,185.2928,1680.677
"960","14_3_46",2,26,0.0846037134032634,0.416699999999992,14,2.583947,FALSE,34,0.239370645454546,0.550000000000011,2.460437,187.2867,1718.219
"961","14_3_47",1,39,0.0588228607226107,0.63239999999999,14,2.939498,FALSE,47,0.148403256643357,0.765799999999984,3.022305,188.1592,1757.263
"962","14_3_48",2,28,0.0569463466666667,0.450000000000017,14,2.368748,FALSE,38,0.20885779020979,0.616700000000009,2.527388,190.3205,1793.324
"963","14_3_49",2,23,0.0608624662470862,0.366700000000009,14,3.523113,FALSE,34,0.268170154778555,0.550100000000015,3.734225,193.0829,1830.011
"964","14_3_5",2,31,0.0701631466200466,0.50009,14,7.657757,FALSE,143,0.582435909184149,2.36659,8.611567,10.23254,214.6733
"965","14_3_50",0.5,36,0.0530302959207459,0.582700000000017,14,6.245897,FALSE,44,0.182342663403263,0.716300000000018,6.333067,197.07,1868.334
"966","14_3_53",1.5,38,0.0628205221445221,0.61669999999998,14,7.558418,FALSE,47,0.191235420979021,0.766799999999989,7.67459,211.6876,1979.77
"967","14_3_55",1.5,34,0.0553962754079254,0.550000000000011,14,9.190856,FALSE,46,0.186748247552448,0.750099999999975,9.365354,223.6485,2053.194
"968","14_3_56",1,36,0.0610256698135198,0.583300000000008,14,10.71044,FALSE,45,0.458834496736597,0.733299999999986,10.90158,230.7723,2089.698
"969","14_3_57",2,29,0.0623310215617715,0.466099999999983,14,12.92999,FALSE,39,0.197925358275058,0.632900000000006,13.07652,238.4498,2125.41
"970","14_3_58",1.5,39,0.0500932393939394,0.633399999999995,14,13.73413,FALSE,73,0.35995337995338,1.19990000000001,12.78063,249.0128,2165.911
"971","14_3_59",1.5,28,0.0594755115384615,0.450099999999964,14,13.06921,FALSE,38,0.294440572027972,0.61669999999998,12.88252,256.0005,2197.679
"972","14_3_60",1,39,0.0801165455710956,0.633299999999963,14,11.18103,FALSE,49,0.325850803263403,0.799999999999955,10.9763,263.4053,2235.766
"973","14_3_61",0.5,39,0.0563752856643357,0.63330000000002,14,10.61683,FALSE,44,0.139020983030303,0.716700000000003,10.65126,269.801,2271.866
"974","14_3_62",2,27,0.057027974009324,0.433500000000038,14,10.92941,FALSE,35,0.295909067832168,0.567300000000046,11.04581,276.7471,2307.327
"975","14_3_63",1,26,0.0760372439393939,0.416699999999992,14,12.51873,FALSE,34,0.502482537995338,0.549999999999955,12.69245,285.2822,2343.519
"976","14_3_64",0.5,66,0.053519779020979,1.08330000000001,14,15.54847,FALSE,86,0.239452240606061,1.41670000000005,15.53625,296.1774,2386.418
"977","14_3_66",2,33,0.0899067687645687,0.533500000000004,14,15.18956,FALSE,41,0.524102534731935,0.666799999999967,15.38383,314.0128,2452.719
"978","14_3_67",0,30,0.0589860185314685,0.483299999999986,14,18.85494,FALSE,43,0.381655011655012,0.699999999999989,19.17268,325.6654,2488.456
"979","14_3_68",1,31,0.0512353877622377,0.500099999999975,14,21.63282,FALSE,38,0.193111901631702,0.617099999999994,21.56022,338.1487,2522.922
"980","14_3_69",1,41,0.067144472027972,0.666600000000017,14,22.9236,FALSE,50,0.302191158041958,0.816800000000001,22.941,352.4993,2559.106
"981","14_3_7",2,33,0.0686130476689976,0.533360000000002,14,4.174542,FALSE,45,0.411188811188811,0.73348,4.509776,15.39237,276.0403
"982","14_3_71",0.5,51,0.0516433395104895,0.833299999999952,14,25.39045,FALSE,62,0.210571116550117,1.01659999999998,25.57061,383.6386,2628.688
"983","14_3_72",1.5,13,0.0569463869463869,0.199999999999989,14,28.20164,FALSE,35,0.476130553030303,0.566500000000019,27.85048,398.8889,2658.768
"984","14_3_73",1.5,38,0.0815035539627039,0.616800000000012,14,27.9925,FALSE,45,0.291666607226107,0.733300000000042,27.88827,417.9141,2692.255
"985","14_3_74",1.5,36,0.055804134965035,0.583399999999983,14,26.35435,FALSE,53,0.176386935664336,0.866600000000005,26.56204,434.8222,2726.73
"986","14_3_75",0.5,42,0.0727738938228438,0.682799999999986,14,26.80701,FALSE,47,0.21465032988345,0.766099999999994,26.75918,451.8685,2759.035
"987","14_3_76",1,31,0.094312341025641,0.5,14,28.21989,FALSE,36,0.32993007002331,0.58340000000004,28.15452,468.0454,2791.039
"988","14_3_77",1,36,0.074160818997669,0.583300000000008,14,27.04684,FALSE,41,0.20518646041958,0.666800000000023,27.00075,485.3269,2824.88
"989","14_3_78",2,23,0.0543356692307692,0.366600000000005,14,26.60329,FALSE,29,0.20257577981352,0.466600000000028,26.65986,501.1624,2856.909
"990","14_3_79",1.5,11,0.0593938597902098,0.166800000000023,14,27.70294,FALSE,17,0.147424283916084,0.266799999999989,27.75718,518.1833,2888.167
