,ppid,heading,cameraoffset,occlusion,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,StraightVisible
2,2,-1.0,-1.0,0,0,4.5032041510584415,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.042519069452954916,viz.VizPrimitive(6)
3,2,-1.0,-1.0,0,0,4.558694976289584,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.05547573266845607,viz.VizPrimitive(6)
4,2,-1.0,-1.0,0,0,4.564531873983139,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.005865573562659598,viz.VizPrimitive(6)
5,2,-1.0,-1.0,0,0,4.682469082885336,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.11790279785927105,viz.VizPrimitive(6)
6,2,-1.0,-1.0,0,0,4.683891405992955,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0014516026792312786,viz.VizPrimitive(6)
7,2,-1.0,-1.0,0,0,4.687223843834236,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.003322778601161147,viz.VizPrimitive(6)
8,2,-1.0,-1.0,0,0,4.698715924766594,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.011482723543492668,viz.VizPrimitive(6)
9,2,-1.0,-1.0,0,0,4.716255595567617,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.017558687430008213,viz.VizPrimitive(6)
10,2,-1.0,-1.0,0,0,4.732830247910435,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01656952087150465,viz.VizPrimitive(6)
11,2,-1.0,-1.0,0,0,4.750662110725077,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.017801375838014444,viz.VizPrimitive(6)
12,2,-1.0,-1.0,0,0,4.766589895831133,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01596853502531026,viz.VizPrimitive(6)
13,2,-1.0,-1.0,0,0,4.782640836248714,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016053053376356985,viz.VizPrimitive(6)
14,2,-1.0,-1.0,0,0,4.799329588365445,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016687242860463414,viz.VizPrimitive(6)
15,2,-1.0,-1.0,0,0,4.816135156917374,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01679560746055575,viz.VizPrimitive(6)
16,2,-1.0,-1.0,0,0,4.832688981523685,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016556843118848086,viz.VizPrimitive(6)
17,2,-1.0,-1.0,0,0,4.8494417261062095,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.01673916127610653,viz.VizPrimitive(6)
18,2,-1.0,-1.0,0,0,4.866056222814522,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016630494824759978,viz.VizPrimitive(6)
19,2,-1.0,-1.0,0,0,4.882734410137373,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016677281769089447,viz.VizPrimitive(6)
20,2,-1.0,-1.0,0,0,4.899598537832527,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016846922173691325,viz.VizPrimitive(6)
21,2,-1.0,-1.0,0,0,4.916059694103939,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.016472626619054687,viz.VizPrimitive(6)
