"","ppid_trialn","pNum","heading","FirstSteeringTime","TimeToPeak","YawIncrease"
"657","13_1_59",13,2,0.733383320339044,0.116750446214951,0.32821678013366
"658","13_1_6",13,0.5,0.5657276293813,0.0999637473470969,0.0874592064465196
"659","13_1_60",13,1,0.649985616661979,0.150536349094978,0.458181842337721
"660","13_1_61",13,0.5,0.699943945732002,1.78328097677502,0.196456853039823
"661","13_1_62",13,0.5,0.616562844019029,0.0834357372679619,0.146037278336523
"662","13_1_64",13,2,0.516749721766018,0.0833445773909602,0.197027969219676
"663","13_1_65",13,2,0.583467582853984,0.0999495602139859,0.38850817576459
"664","13_1_66",13,1.5,0.582427394327965,0.100039814528998,0.207715616203272
"665","13_1_67",13,1,0.700040538978953,0.133340034490004,0.166351988654918
"666","13_1_68",13,1,0.833300000000008,0.116600000000005,0.08819347995338
"667","13_1_69",13,1.5,0.649900000000002,0.0999999999999659,0.179895105361305
"668","13_1_70",13,1.5,0.633299999999963,0.0833000000000084,0.152727269463869
"669","13_1_73",13,0.5,0.632499999999993,0.149999999999977,0.0757109566433567
"670","13_1_74",13,2,0.500100000000032,0.11669999999998,0.168881118881119
"671","13_1_75",13,2,0.466700000000003,0.116600000000005,0.321771562004662
"672","13_1_76",13,2,0.333399999999983,0.116700000000037,0.177447568764569
"673","13_1_77",13,1.5,0.8322,0.166799999999967,0.103776232634033
"674","13_1_78",13,1.5,0.583300000000008,0.0833000000000084,0.302843822843823
"675","13_1_79",13,1,0.583500000000015,0.11669999999998,0.208776223776224
"676","13_1_8",13,2,0.600026683884401,0.116713921894096,0.103123551668786
"677","13_1_80",13,0.5,0.315899999999999,0.149900000000002,0.0853379897435898
"678","13_1_81",13,0.5,0.550200000000018,0.116600000000005,0.178018642540793
"679","13_1_82",13,0.5,0.70010000000002,0.0831999999999766,0.140326332167832
"680","13_1_83",13,0,0.782399999999996,0.0999000000000478,0.186095571212121
"681","13_2_1",13,2,0.483319999999999,0.11689,0.225174825174825
"682","13_2_11",13,1.5,0.583260000000003,0.0666200000000003,0.114953363170163
"683","13_2_12",13,1,1.64991000000001,0.116690000000006,0.186258741258741
"684","13_2_14",13,2,0.716799999999992,0.116630000000001,0.12817016037296
"685","13_2_16",13,2,0.566510000000008,0.0999300000000005,0.273065268065268
"686","13_2_19",13,1,1.00003000000001,0.0833399999999926,0.165291364592075
"687","13_2_2",13,1.5,0.482589999999998,0.100010000000001,0.146689976806527
"688","13_2_20",13,1.5,0.5501,0.099899999999991,0.149871797296037
"689","13_2_22",13,1,0.766599999999997,0.149999999999991,0.141958042424242
"690","13_2_23",13,2,0.766900000000007,0.099899999999991,0.108752912237762
"691","13_2_26",13,1.5,0.449999999999989,0.0999999999999943,0.230151518414918
"692","13_2_28",13,1.5,0.650100000000009,0.0999999999999943,0.225990676713287
"693","13_2_3",13,1,0.91666,0.10005,0.118053613053613
"694","13_2_30",13,1,0.566699999999997,0.0999999999999943,0.122296038018648
"695","13_2_32",13,1,0.682799999999986,0.0834999999999866,0.221013983146853
"696","13_2_33",13,2,0.516799999999989,0.116700000000009,0.152319347319347
"697","13_2_36",13,1.5,0.583400000000012,0.166699999999992,0.182750582634033
"698","13_2_40",13,0.5,1.1335,0.0998000000000161,0.16986013986014
"699","13_2_41",13,2,0.833399999999983,0.100000000000023,0.131107234382284
"700","13_2_42",13,2,0.583300000000008,0.133299999999991,0.170104894988345
"701","13_2_44",13,1.5,0.733499999999992,0.0833999999999833,0.154195793496504
"702","13_2_45",13,1,0.500100000000003,0.149900000000002,0.201678321561772
"703","13_2_46",13,2,0.633499999999998,0.099899999999991,0.25356642004662
"704","13_2_49",13,1.5,0.616499999999974,0.100000000000023,0.192214453053613
"705","13_2_5",13,1.5,0.465869999999999,0.0833799999999982,0.234883444149184
"706","13_2_50",13,2,0.533300000000025,0.100099999999998,0.176713294778555
"707","13_2_51",13,1.5,0.450099999999992,0.133700000000005,0.24434731946387
"708","13_2_52",13,2,0.733499999999992,0.099899999999991,0.171981352097902
"709","13_2_53",13,0.5,0.70010000000002,0.116499999999974,0.0970046615384616
"710","13_2_54",13,2,0.533299999999997,0.083500000000015,0.136573439184149
"711","13_2_59",13,1,0.79989999999998,0.11669999999998,0.178018646643357
"712","13_2_60",13,1.5,0.733200000000011,0.11669999999998,0.198414918531469
"713","13_2_62",13,1.5,0.766700000000014,0.116799999999955,0.192051281468532
"714","13_2_63",13,1.5,0.715800000000002,0.0833999999999833,0.0972493786480187
"715","13_2_64",13,1,0.616800000000012,0.0999999999999659,0.178752907249417
"716","13_2_65",13,2,0.33340000000004,0.0999999999999659,0.276002331118881
"717","13_2_70",13,2,0.699099999999987,0.0833999999999833,0.131923077062937
"718","13_2_72",13,2,0.550100000000043,0.116599999999949,0.248997668881119
"719","13_2_74",13,1,0.516799999999989,0.116899999999987,0.204452212937063
"720","13_2_75",13,1,0.649999999999977,0.100200000000029,0.241655011771562
"721","13_2_76",13,1.5,0.615700000000004,0.100099999999998,0.250058273263403
"722","13_2_77",13,2,0.5,0.0833999999999833,0.168799548578089
"723","13_2_78",13,0.5,0.783200000000022,0.0833999999999833,0.121724942680653
"724","13_2_82",13,2,0.583399999999983,0.183400000000006,0.118135196736597
"725","13_2_83",13,1.5,0.533299999999997,0.100000000000023,0.182179487296037
"726","13_2_85",13,2,0.533400000000029,0.11669999999998,0.218076922960373
"727","13_2_87",13,0.5,0.466599999999971,0.116800000000012,0.117482533100233
"728","13_2_88",13,1.5,0.616800000000012,0.150100000000009,0.197843796853147
"729","13_2_9",13,1.5,0.732320000000001,0.100090000000002,0.281142191981352
"730","13_3_0",13,2,0.467170000000003,0.0665599999999955,0.185687645687646
"731","13_3_1",13,1.5,0.516670000000005,0.100149999999999,0.127925410606061
"732","13_3_10",13,2,0.449920000000006,0.100070000000002,0.110221490442891
"733","13_3_11",13,2,0.483519999999999,0.116560000000007,0.183158568531469
"734","13_3_12",13,1,0.533290000000008,0.2333,0.10891608974359
"735","13_3_16",13,1.5,0.650000000000006,0.083200000000005,0.0729370650349651
"736","13_3_17",13,1,0.883399999999995,0.100000000000009,0.246794872517483
"737","13_3_19",13,2,0.599999999999994,0.0832999999999799,0.288648018648019
"738","13_3_2",13,2,0.450070000000004,0.10004,0.192459208298368
"739","13_3_20",13,1.5,0.716700000000003,0.0999999999999943,0.151829836829837
"740","13_3_21",13,2,0.633299999999991,0.0833000000000084,0.179079255034965
"741","13_3_22",13,2,0.566699999999997,0.100100000000026,0.291177156643357
"742","13_3_25",13,2,0.516699999999986,0.116400000000027,0.198904428554779
"743","13_3_26",13,2,0.449099999999987,0.266700000000014,0.136981355944056
"744","13_3_27",13,1,0.566900000000004,0.0831999999999766,0.114055991608392
"745","13_3_28",13,1,0.733400000000017,0.333199999999977,0.0924358954545456
"746","13_3_29",13,0.5,0.63239999999999,0.116600000000005,0.164149198484848
"747","13_3_30",13,1.5,0.649699999999996,0.183500000000009,0.188298366317016
"748","13_3_31",13,1.5,0.450000000000017,0.133399999999995,0.32128202983683
"749","13_3_32",13,1.5,0.450099999999992,0.150000000000006,0.157051276107226
"750","13_3_36",13,2,0.633399999999995,0.0999999999999943,0.116666644755245
"751","13_3_37",13,0.5,0.95010000000002,0.0999999999999943,0.172715617832168
"752","13_3_4",13,2,0.633380000000002,0.100269999999995,0.0750582974358975
"753","13_3_41",13,1,0.733399999999989,0.133399999999995,0.185932418881119
"754","13_3_43",13,0.5,0.849999999999994,0.150000000000006,0.172389277389277
"755","13_3_44",13,2,0.550100000000015,0.0834000000000117,0.183648013682984
"756","13_3_45",13,1.5,0.616800000000012,0.0999999999999943,0.308962715780886
"757","13_3_46",13,1,0.566699999999969,0.100000000000023,0.282284383006993
"758","13_3_47",13,1.5,0.599800000000016,0.099899999999991,0.259358974358974
"759","13_3_5",13,2,0.533370000000005,0.150030000000001,0.177855506876457
"760","13_3_50",13,1,0.61669999999998,0.166600000000017,0.262132875407925
"761","13_3_54",13,2,0.666800000000023,0.133299999999963,0.278531487062937
"762","13_3_58",13,0.5,0.949999999999989,0.099899999999991,0.115279723543124
"763","13_3_60",13,1,0.433299999999974,2.06659999999999,0.138939396503501
"764","13_3_62",13,2,0.683300000000031,0.13349999999997,0.388916080652681
"765","13_3_63",13,0.5,0.749899999999968,0.166800000000023,0.0965967390442891
"766","13_3_64",13,0.5,0.583199999999977,0.0833000000000084,0.218484854009324
"767","13_3_65",13,1.5,0.466700000000003,0.0833999999999833,0.213018655011655
"768","13_3_68",13,1,0.63330000000002,0.116600000000005,0.182342688344988
"769","13_3_7",13,2,0.483400000000003,0.350069999999988,0.131596743822844
"770","13_3_70",13,2,0.600000000000023,0.150100000000009,0.227622378088578
"771","13_3_73",13,1.5,0.800000000000011,0.0833000000000084,0.13461537965035
"772","13_3_76",13,1.5,0.63330000000002,0.100000000000023,0.228764568881119
"773","13_3_77",13,2,0.516700000000014,0.100099999999998,0.249650350489511
"774","13_3_78",13,1.5,0.800200000000018,0.116600000000005,0.296724941258741
"775","13_3_79",13,1.5,0.599100000000021,0.116800000000012,0.409475491025641
"776","13_3_8",13,1.5,0.550049999999999,0.166709999999995,0.220769238811189
"777","13_3_81",13,1,1.25,0.0667000000000257,0.0810955958974359
"778","13_3_82",13,1.5,0.682000000000016,0.133299999999963,0.204696969347319
"779","13_3_84",13,1,0.966700000000003,0.13330000000002,0.197354300606061
"780","13_3_85",13,1,0.5,0.100099999999998,0.136981377505828
"781","13_3_87",13,1.5,0.766599999999983,0.100000000000023,0.13249417983683
"782","13_3_89",13,1,0.800200000000018,0.0999999999999659,0.243694638694639
"783","13_3_9",13,1,0.565790000000007,0.083359999999999,0.154358996503497
"784","14_1_10",14,2,0.483501716024399,0.166530431134198,0.210163185654082
"785","14_1_11",14,1,0.466067089459699,0.116698411356801,0.241410250391265
"786","14_1_12",14,2,0.533409198615104,0.166565144028297,0.27020983389277
"787","14_1_13",14,1,0.466776741757201,0.166530129282904,0.321608387071656
"788","14_1_14",14,0.5,0.782548771616305,0.100092970186097,0.119440488447816
"789","14_1_15",14,1.5,0.50009327203739,0.133251330409408,0.218729541261436
"790","14_1_17",14,2,0.566699769687503,0.1166799984303,0.122214442841917
"791","14_1_18",14,2,0.433216315663998,0.149850432703801,0.286934695728688
"792","14_1_19",14,0.5,0.399972531535909,0.116616609667091,0.159988330334148
"793","14_1_20",14,2,0.533319548792008,0.166682262314993,0.241491837727691
"794","14_1_21",14,0,0.949948534360999,0.300156660800994,0.106794901305076
"795","14_1_22",14,2,0.650019469406004,0.116700222464004,0.183566432350722
"796","14_1_23",14,1.5,0.366667169751992,0.233462324436005,0.293624654329774
"797","14_1_25",14,0.5,2.182904352393,0.149991095388003,0.257319374604797
"798","14_1_26",14,0.5,0.633417348599011,0.149950043617991,0.117156181752026
"799","14_1_27",14,1,0.983250575781,0.133368146845015,0.128496530789248
"800","14_1_28",14,1.5,0.446671939001988,0.133231408227005,0.22411421903611
"801","14_1_29",14,0.5,0.482769726733977,0.133233219334016,0.262540789377509
"802","14_1_3",14,2,0.366683469719799,0.266740519606699,0.145384586635448
"803","14_1_30",14,1.5,0.649981134297008,0.0999921518670135,0.106305389215688
"804","14_1_32",14,2,0.583416593971009,0.166624306873985,0.222482541337228
"805","14_1_33",14,0.5,0.499286121784991,0.116653737370996,0.112750587327132
"806","14_1_34",14,1,0.616705957638999,0.149995623156002,0.247447546468375
"807","14_1_35",14,1.5,0.416732822400007,0.150075311888003,0.183484850722444
"808","14_1_37",14,1,0.383323020082003,0.10004256102701,0.104592080652173
"809","14_1_38",14,1,0.433478624403989,0.166529223729015,0.140815846866761
"810","14_1_39",14,0.5,0.483438629111987,0.133327095074009,0.153787844349784
"811","14_1_4",14,2,0.466678640099797,0.166644832759303,0.225582710816796
"812","14_1_41",14,1,0.583491754933021,1.34983805680199,0.145792532929313
"813","14_1_42",14,1.5,0.466699467837003,0.216664000313983,0.202494109644269
"814","14_1_43",14,1,0.666625816131017,0.199984303733999,0.104918434851236
"815","14_1_45",14,1,0.450148963593989,0.149954873236993,0.268251741921533
"816","14_1_46",14,0.5,0.566652680891991,0.100213710687996,0.0883566131619927
"817","14_1_47",14,1.5,0.399600952642999,0.16660649764998,0.21750583702949
"818","14_1_48",14,1.5,0.533371769059983,0.133286647006003,0.167983693346416
"819","14_1_50",14,1,0.500092064632014,0.166579632888983,0.326013981809976
"820","14_1_51",14,1.5,0.38260370854502,0.133351846876991,0.273310026803297
"821","14_1_53",14,1,0.666683469719999,0.133279704426968,0.193519777768141
"822","14_1_55",14,1,1.616772968617,0.116519413563026,0.166923116137098
"823","14_1_58",14,1.5,0.566755008466998,0.133221447134986,0.228030310964347
"824","14_1_60",14,1,0.516131534702026,0.13320575086999,0.140489529642451
"825","14_1_61",14,1,1.78332996266101,0.166706712266034,0.169941681526202
"826","14_1_62",14,0.5,0.60001297960298,0.166748065887987,0.223461542094543
"827","14_1_63",14,1.5,0.533407689359024,0.133372674614009,0.168554796153432
"828","14_1_64",14,1.5,0.600106855343995,0.149925895516958,0.245734258904394
"829","14_1_65",14,1,0.616685431753012,0.0833157756520109,0.118053616514366
"830","14_1_66",14,1.5,0.499980379667988,0.183337508942998,0.28358977103073
"831","14_1_67",14,1,0.566710938183974,0.150036674927037,0.196701593280256
"832","14_1_68",14,1,0.433430931906003,0.149980228742038,0.151421945663668
"833","14_1_69",14,1.5,0.433447533724973,0.166600158773008,0.234965046733132
"834","14_1_7",14,2,0.500057351738199,0.116731916846,0.105407948156337
"835","14_1_70",14,2,0.433337961719019,0.199999396297017,0.199883451912169
"836","14_1_71",14,2,0.466918793259026,0.216499999999996,0.197843807925408
"837","14_1_72",14,1,0.433400000000006,1.56669999999997,0.135676002331002
"838","14_1_73",14,1.5,0.349699999999984,0.166800000000023,0.102797206713287
"839","14_1_74",14,2,0.566700000000026,1.68329999999997,0.373578056060606
"840","14_1_75",14,1.5,0.566599999999994,0.13330000000002,0.197680727389277
"841","14_1_78",14,2,0.633399999999995,0.216499999999996,0.409475528275058
"842","14_1_79",14,1.5,0.833299999999952,0.200000000000045,0.246386963986014
"843","14_1_8",14,1.5,0.599521263911598,0.133281213683503,0.219055919081411
"844","14_1_81",14,2,0.583399999999983,0.166800000000023,0.377983693006993
"845","14_1_82",14,0.5,0.617399999999975,0.132600000000025,0.186340261888112
"846","14_1_83",14,2,0.666699999999992,0.149999999999977,0.229906694405594
"847","14_1_84",14,2,0.533399999999972,0.166600000000017,0.543764545454546
"848","14_1_85",14,2,0.5,0.133400000000051,0.419265732517483
"849","14_1_86",14,2,0.616700000000037,0.183299999999974,0.373496514219114
"850","14_1_88",14,1,0.550000000000011,1.79990000000004,0.851258742890443
"851","14_1_89",14,2,0.533400000000029,0.183299999999974,0.84758740990676
"852","14_1_9",14,1.5,0.5666795456535,0.133441194847997,0.140000012101355
"853","14_2_1",14,1.5,0.51666,0.15,0.25829833986014
"854","14_2_10",14,1,0.649999999999999,0.116960000000006,0.135675972843823
"855","14_2_12",14,1,0.349989999999991,0.150010000000009,0.0768531656177156
"856","14_2_14",14,1.5,0.74936000000001,1.74996999999999,0.17932401867133
"857","14_2_15",14,2,0.466670000000008,0.13324999999999,0.449370666363636
"858","14_2_16",14,0.5,0.816720000000004,0.149990000000003,0.339393913286713
"859","14_2_17",14,1.5,0.5334,0.166749999999993,0.335722627389277
"860","14_2_19",14,2,0.533360000000002,0.166600000000003,0.173368301864802
"861","14_2_2",14,1.5,0.565910000000002,0.166639999999997,0.27094406002331
"862","14_2_20",14,1.5,0.550200000000004,0.166600000000003,0.292156171095571
"863","14_2_21",14,0.5,0.799399999999991,0.150000000000006,0.0676340254778555
"864","14_2_22",14,0.5,0.5334,0.116600000000005,0.213018714102564
"865","14_2_24",14,1.5,0.515900000000002,0.2166,0.270699302680653
"866","14_2_25",14,0.5,0.549999999999997,0.133400000000009,0.235944109090909
"867","14_2_26",14,0.5,0.699999999999989,0.0999000000000194,0.141223780885781
"868","14_2_27",14,1,0.666000000000025,0.150099999999981,0.151340329137529
"869","14_2_28",14,1.5,0.449999999999989,0.166600000000017,0.203799545687646
"870","14_2_29",14,2,0.516800000000018,0.149799999999999,0.262296041841492
"871","14_2_3",14,1.5,0.599989999999998,0.150169999999999,0.145221456620047
"872","14_2_30",14,1,0.633399999999995,0.150000000000006,0.211958082517483
"873","14_2_32",14,2,0.549900000000008,0.166899999999998,0.320710925058275
"874","14_2_34",14,1.5,0.416699999999992,0.183300000000003,0.150687671328671
"875","14_2_35",14,0,0.433400000000006,0.0999999999999943,0.0945570897435898
"876","14_2_36",14,0.5,0.816699999999997,0.0834000000000117,0.0769347558508159
"877","14_2_37",14,1.5,0.483299999999986,0.116800000000012,0.166759928787879
"878","14_2_38",14,0.5,0.582599999999985,0.183300000000003,0.234965073776224
"879","14_2_39",14,1,0.733400000000017,0.133299999999991,0.212447537179487
"880","14_2_40",14,2,0.466700000000003,0.166600000000017,0.191969656526807
"881","14_2_42",14,1,0.566800000000001,0.133299999999991,0.184627058508158
"882","14_2_43",14,2,0.483200000000011,0.149999999999977,0.276981364801865
"883","14_2_44",14,1,0.565999999999974,0.183400000000006,0.227377664801865
"884","14_2_45",14,1.5,0.600200000000001,0.199900000000014,0.333601336713287
"885","14_2_46",14,1,0.633399999999995,0.133399999999995,0.15533804969697
"886","14_2_47",14,0.5,0.633399999999995,0.133499999999998,0.186177118065268
"887","14_2_48",14,0.5,0.61669999999998,0.100000000000023,0.0913752802331003
"888","14_2_49",14,1.5,0.516700000000014,0.166699999999992,0.293053588344988
"889","14_2_5",14,1,0.566969999999998,0.132989999999999,0.0809323942890443
"890","14_2_51",14,2,0.599400000000003,0.166699999999992,0.278286722144522
"891","14_2_52",14,1,0.550100000000015,0.149900000000002,0.22876457995338
"892","14_2_53",14,2,0.500199999999978,0.149900000000002,0.243041929020979
"893","14_2_54",14,1,0.482700000000023,0.133299999999963,0.17508159988345
"894","14_2_56",14,1.5,0.516700000000014,0.183300000000031,0.268333330885781
"895","14_2_59",14,1.5,0.616800000000012,0.116599999999949,0.165536097086247
"896","14_2_60",14,1,0.583399999999983,0.13330000000002,0.139592097552448
"897","14_2_61",14,1.5,0.549699999999973,0.11650000000003,0.180547822494173
"898","14_2_62",14,1,0.483499999999992,0.149799999999971,0.265069925524476
"899","14_2_63",14,2,0.349400000000003,0.183499999999981,0.259930066083916
"900","14_2_64",14,2,0.5,1.71659999999997,0.431911416666667
"901","14_2_65",14,2,0.233299999999986,1.61669999999998,0.142937068181818
"902","14_2_66",14,2,0.483400000000017,0.166699999999992,0.384918414801865
"903","14_2_67",14,2,0.466700000000003,0.199900000000014,0.379125872144522
"904","14_2_68",14,1.5,0.483200000000011,0.183199999999999,0.334825183799534
"905","14_2_69",14,0.5,0.633200000000045,0.13349999999997,0.142284421561772
"906","14_2_7",14,0.5,0.4499,0.133429999999997,0.199230749417249
"907","14_2_70",14,2,0.483399999999961,0.166700000000048,0.227051305244755
"908","14_2_71",14,1.5,0.666600000000017,0.133399999999995,0.170186456526807
"909","14_2_72",14,1.5,0.516700000000014,0.11669999999998,0.15794867981352
"910","14_2_73",14,1,0.550299999999993,0.0997000000000412,0.0844405722610723
"911","14_2_76",14,1,0.400100000000009,0.166699999999992,0.124580451515152
"912","14_2_79",14,2,0.500100000000032,0.166699999999992,0.251118886829837
"913","14_2_8",14,1.5,0.383359999999996,0.166740000000004,0.304393946153846
"914","14_2_80",14,1,0.63330000000002,0.216700000000003,0.252668980885781
"915","14_2_81",14,0.5,0.583500000000015,0.0999999999999659,0.0892540872960373
"916","14_2_82",14,2,0.331900000000019,0.283299999999997,0.0912120973193474
"917","14_2_83",14,1,0.350099999999998,1.86650000000003,0.316142205128205
"918","14_2_84",14,0.5,0.399999999999977,0.116700000000037,0.221666712121212
"919","14_2_86",14,1,0.466099999999983,0.0831999999999766,0.0948834800466201
"920","14_2_87",14,2,0.600099999999998,0.0999999999999659,0.190664336503497
"921","14_2_88",14,2,0.483400000000017,0.100099999999998,0.326911401981352
"922","14_2_89",14,1.5,0.650100000000009,1.23329999999999,0.29493006958042
"923","14_2_9",14,0,0.366729999999997,0.13335,0.161212158041958
"924","14_3_0",14,0,1.100474,0.650023000000001,0.133554798461538
"925","14_3_1",14,1,0.550059999999998,0.0999500000000015,0.15411421958042
"926","14_3_10",14,1.5,0.55012,0.18338,0.177121217948718
"927","14_3_11",14,0.5,0.633340000000004,1.84991,0.320384635198136
"928","14_3_12",14,1.5,0.499980000000008,0.283349999999999,0.305372976923077
"929","14_3_13",14,1,0.699700000000007,0.150379999999998,0.227948736829837
"930","14_3_14",14,1.5,0.450059999999993,0.116479999999996,0.161130566083916
"931","14_3_15",14,0.5,0.7166,0.116799999999998,0.109731962820513
"932","14_3_16",14,1,0.582819999999998,0.133359999999996,0.203554799184149
"933","14_3_17",14,2,0.483470000000011,0.166599999999988,0.323729591258741
"934","14_3_18",14,2,0.366670000000013,1.2499,0.34910254988345
"935","14_3_19",14,0.5,0.533559999999994,0.149860000000004,0.0994522466200466
"936","14_3_20",14,0.5,0.450299999999999,0.116399999999999,0.210081618764569
"937","14_3_21",14,2,0.5501,0.166700000000006,0.267435910722611
"938","14_3_22",14,1.5,0.433300000000003,0.166800000000009,0.266783194172494
"939","14_3_23",14,0.5,0.349999999999994,0.150000000000006,0.0992890340326341
"940","14_3_25",14,1.5,0.333399999999997,0.150000000000006,0.186421943496504
"941","14_3_26",14,1.5,0.500100000000003,0.183199999999999,0.239860117132867
"942","14_3_27",14,1,1.2833,0.183500000000009,0.268659562237762
"943","14_3_28",14,1,0.583300000000008,0.183400000000006,0.25944057983683
"944","14_3_29",14,2,0.400100000000009,0.199899999999985,0.343962700932401
"945","14_3_3",14,1.5,0.616029999999999,0.0999799999999986,0.227051262121212
"946","14_3_30",14,1,0.449299999999994,1.56649999999999,0.20959213962704
"947","14_3_31",14,1,0.483500000000021,0.199899999999985,0.138939407878788
"948","14_3_32",14,0.5,0.566700000000026,0.149899999999974,0.111363586829837
"949","14_3_33",14,1.5,0.449399999999997,0.133400000000023,0.150279705710956
"950","14_3_34",14,0.5,0.600099999999998,0.13330000000002,0.1862587002331
"951","14_3_35",14,2,0.416799999999995,0.166599999999988,0.309615367832168
"952","14_3_36",14,2,0.483300000000014,0.200199999999995,0.272494170745921
"953","14_3_37",14,1.5,0.400100000000009,0.150100000000009,0.207389234848485
"954","14_3_38",14,1.5,0.649999999999977,0.116700000000009,0.305128212634033
"955","14_3_40",14,0.5,0.749500000000012,0.099899999999991,0.0736713693473194
"956","14_3_41",14,2,0.566600000000022,0.166499999999985,0.215629391025641
"957","14_3_42",14,1.5,0.366800000000012,0.183199999999999,0.236025628321678
"958","14_3_43",14,0.5,0.450099999999992,0.133399999999995,0.138694623030303
"959","14_3_45",14,1,0.366799999999984,0.150100000000009,0.201923048717949
"960","14_3_46",14,2,0.416699999999992,0.13330000000002,0.154766932051282
"961","14_3_47",14,1,0.63239999999999,0.133399999999995,0.0895803959207459
"962","14_3_48",14,2,0.450000000000017,0.166699999999992,0.151911443543124
"963","14_3_49",14,2,0.366700000000009,0.183400000000006,0.207307688531469
"964","14_3_5",14,2,0.50009,1.8665,0.512272762564103
"965","14_3_50",14,0.5,0.582700000000017,0.133600000000001,0.129312367482518
"966","14_3_53",14,1.5,0.61669999999998,0.150100000000009,0.128414898834499
"967","14_3_55",14,1.5,0.550000000000011,0.200099999999964,0.131351972144522
"968","14_3_56",14,1,0.583300000000008,0.149999999999977,0.397808826923077
"969","14_3_57",14,2,0.466099999999983,0.166800000000023,0.135594336713287
"970","14_3_58",14,1.5,0.633399999999995,0.566500000000019,0.309860140559441
"971","14_3_59",14,1.5,0.450099999999964,0.166600000000017,0.23496506048951
"972","14_3_60",14,1,0.633299999999963,0.166699999999992,0.245734257692308
"973","14_3_61",14,0.5,0.63330000000002,0.0833999999999833,0.0826456973659673
"974","14_3_62",14,2,0.433500000000038,0.133800000000008,0.238881093822844
"975","14_3_63",14,1,0.416699999999992,0.133299999999963,0.426445294055944
"976","14_3_64",14,0.5,1.08330000000001,0.33340000000004,0.185932461585082
"977","14_3_66",14,2,0.533500000000004,0.133299999999963,0.434195765967366
"978","14_3_67",14,0,0.483299999999986,0.216700000000003,0.322668993123543
"979","14_3_68",14,1,0.500099999999975,0.117000000000019,0.141876513869464
"980","14_3_69",14,1,0.666600000000017,0.150199999999984,0.235046686013986
"981","14_3_7",14,2,0.533360000000002,0.200119999999998,0.342575763519814
"982","14_3_71",14,0.5,0.833299999999952,0.183300000000031,0.158927777039627
"983","14_3_72",14,1.5,0.199999999999989,0.36650000000003,0.419184166083916
"984","14_3_73",14,1.5,0.616800000000012,0.11650000000003,0.210163053263403
"985","14_3_74",14,1.5,0.583399999999983,0.283200000000022,0.120582800699301
"986","14_3_75",14,0.5,0.682799999999986,0.0833000000000084,0.141876436060606
"987","14_3_76",14,1,0.5,0.0834000000000401,0.235617728997669
"988","14_3_77",14,1,0.583300000000008,0.083500000000015,0.131025641421911
"989","14_3_78",14,2,0.366600000000005,0.100000000000023,0.148240110582751
"990","14_3_79",14,1.5,0.166800000000023,0.0999999999999659,0.0880304241258742
"991","14_3_80",14,2,0.416899999999998,0.099899999999991,0.175815868414918
"992","14_3_81",14,1,0.516900000000021,0.0998000000000161,0.106958146853147
"993","14_3_82",14,1,0.366199999999992,0.099899999999991,0.223951045897436
"994","14_3_84",14,2,0.548600000000022,0.11669999999998,0.234475489393939
"995","14_3_85",14,2,0.683299999999974,0.303700000000049,0.143181853962704
"996","14_3_86",14,1.5,0.46690000000001,0.0998000000000161,0.348449922354312
"997","14_3_87",14,0.5,0.400100000000009,0.0833999999999833,0.250139927738928
"998","14_3_89",14,2,0.482799999999997,0.11669999999998,0.2562588497669
"999","14_3_9",14,1,0.532670000000003,0.116639999999997,0.097657390909091
"1000","15_1_0",15,0.5,0.4839852548673,0.16673156601833,0.217342651025817
"1001","15_1_10",15,2,0.466713575314401,0.166682665111502,0.157132865373959
"1002","15_1_12",15,1.5,0.499709914990895,0.150120954279998,0.13200465172946
"1003","15_1_14",15,1.5,0.550079056466103,0.116681789724908,0.167086200619286
"1004","15_1_16",15,1,0.783320685506212,0.166653686796394,0.138449881677375
"1005","15_1_17",15,1,0.583468414541997,0.166625010338691,0.173939388410334
"1006","15_1_18",15,2,0.366646019617093,0.166676326105005,0.209347321816051
"1007","15_1_19",15,0.5,0.649802494670709,0.133307192478199,0.0696736582530993
"1008","15_1_2",15,0.5,0.549952578194699,0.100062424120498,0.0813403452957155
"1009","15_1_20",15,0.5,0.566699931358002,0.116625040523999,0.102226106297455
"1010","15_1_21",15,1.5,0.699611690577001,0.166622293621998,0.148158514207894
"1011","15_1_24",15,1,0.633385977273008,0.116591534346995,0.0974126018601138
"1012","15_1_25",15,1,0.649930784087005,0.150034623048995,0.133065272096571
"1013","15_1_26",15,0.5,2.08334465298799,0.100133058764015,0.10687646679667
"1014","15_1_27",15,2,0.549386595477017,0.183307766006976,0.21252913684378
"1015","15_1_3",15,1.5,0.350073441917399,0.183326481169299,0.169696986048683
"1016","15_1_30",15,0.5,0.466684596998988,2.03326499280701,0.155990688642598
"1017","15_1_31",15,2,0.433244526872016,0.283401281444981,0.104184131005602
"1018","15_1_33",15,0.5,0.566056974990005,0.150019228318996,0.140326346231664
"1019","15_1_34",15,2,0.500191075765002,0.233238610466003,0.228438280166794
"1020","15_1_35",15,1,0.416565393491993,0.133387486559997,0.143263392297754
"1021","15_1_36",15,1.5,0.400088504603985,0.166707417422998,0.211794879432661
"1022","15_1_37",15,0.5,1.16675722390198,0.666768694484006,0.104755230393425
"1023","15_1_39",15,0.5,1.116708051323,1.16666485552199,0.0874592069024113
"1024","15_1_4",15,1,0.4332982574977,0.166783183642302,0.219790198669785
