"","ppid_trialn","pNum","heading","FirstSteeringTime","TimeToPeak","YawIncrease"
"224","10_3_68",10,0.5,0.416699999999992,0.0833000000000084,0.0970862333100233
"225","10_3_69",10,1,0.400100000000009,1.33329999999995,0.132086302214452
"226","10_3_7",10,1.5,0.43336,0.100020000000001,0.130373007226107
"227","10_3_70",10,2,0.416699999999992,1.74990000000003,0.161864758391608
"228","10_3_71",10,1.5,0.400100000000009,0.283299999999997,0.107202834848485
"229","10_3_72",10,1,0.483400000000017,0.116600000000005,0.0980652825174826
"230","10_3_73",10,1,0.399999999999977,1.69980000000004,0.0969231017482518
"231","10_3_74",10,1.5,0.466700000000003,1.76659999999998,0.21750583997669
"232","10_3_75",10,2,0.383399999999995,0.11669999999998,0.12825174009324
"233","10_3_76",10,1,0.45029999999997,0.0831000000000017,0.126212144988345
"234","10_3_8",10,1.5,0.433259999999997,0.100000000000001,0.136899792540793
"235","10_3_80",10,2,0.350000000000023,0.0833000000000084,0.0727738627972028
"236","10_3_82",10,1,0.416699999999992,0.266700000000014,0.102226163519814
"237","10_3_83",10,2,0.366700000000037,2.13319999999999,0.183403299067598
"238","10_3_85",10,1.5,0.516799999999989,1.96660000000003,0.175326339044291
"239","10_3_86",10,0.5,0.666699999999992,1.1499,0.0872144423076923
"240","10_3_88",10,1,0.61669999999998,1.74990000000003,0.146282054312354
"241","10_3_89",10,1.5,0.433500000000038,0.0833000000000084,0.138286753449884
"242","11_1_0",11,2,0.45087554760401,0.10009686550001,0.149137526685438
"243","11_1_1",11,1,0.466668638790701,0.0833046318855004,0.0927622456728786
"244","11_1_10",11,1,0.6666474485192,0.133247264206204,0.0996153676634894
"245","11_1_12",11,1,0.583352777872506,0.100021703426194,0.0784848528395306
"246","11_1_14",11,0.5,0.5832700694057,0.0999951401228998,0.101736599241876
"247","11_1_16",11,1.5,0.566592239108402,0.100076641166893,0.100023316084853
"248","11_1_18",11,1,0.383312087721691,0.100049776008007,0.190011656770944
"249","11_1_19",11,1.5,0.566677362420904,0.100139729012099,0.145792504663998
"250","11_1_23",11,1,0.416885990001006,0.0999027722729977,0.0828088308078853
"251","11_1_24",11,0,0.566735922429999,0.0834839341819986,0.109813525048377
"252","11_1_25",11,2,0.316697662218004,0.299976968408998,0.239778553658883
"253","11_1_28",11,2,0.516779102891007,0.100244774802007,0.0942307612739309
"254","11_1_29",11,2,0.533078406116999,1.666752192454,0.229498828616914
"255","11_1_3",11,2,0.5500113044966,0.100021703426201,0.217995347133849
"256","11_1_30",11,1.5,0.449870066205989,0.0836167506980132,0.136165517862097
"257","11_1_34",11,1,0.983437478587007,0.166874594947018,0.130046625254732
"258","11_1_4",11,2,0.483150866582502,0.116733341564,0.221585097694487
"259","11_1_40",11,1,0.50003667547,0.0833275729200125,0.0781584977191849
"260","11_1_42",11,2,0.500178547656986,1.56655269600901,0.205512827567296
"261","11_1_47",11,1.5,0.683391687074987,0.0831745320699895,0.118624706565899
"262","11_1_48",11,1.5,0.532513332212005,0.116717645066984,0.295338014570567
"263","11_1_49",11,1,0.466661394254004,0.0833417601379836,0.174102566635349
"264","11_1_5",11,1.5,0.533362150492501,0.133330274528802,0.261480184415754
"265","11_1_50",11,1.5,0.516798119800995,0.149965241313993,0.126701631394132
"266","11_1_51",11,1.5,0.465843063400996,0.100090224675,0.2623776149326
"267","11_1_54",11,1,0.649961166262017,0.083397603446997,0.0997785605150457
"268","11_1_57",11,2,0.466790286644994,0.283379129877005,0.188869441488197
"269","11_1_58",11,2,0.600086149621973,0.0999368819690289,0.245652728364531
"270","11_1_6",11,1,0.516587122653995,0.116498497815002,0.114545457269715
"271","11_1_60",11,1,0.533491344741037,0.0999565025909988,0.108344955955978
"272","11_1_61",11,1.5,0.500191225597007,0.100008723630992,0.084930041453222
"273","11_1_62",11,1.5,0.433510995547977,0.116672668564036,0.172634031677875
"274","11_1_64",11,1.5,0.566682795824022,0.133553345905,0.214242435881047
"275","11_1_66",11,2,0.633431547122029,1.58328184177901,0.282855460546163
"276","11_1_68",11,2,0.466734443337032,0.100110750862996,0.464463843798508
"277","11_1_69",11,1.5,0.582600251566987,0.0832970854920063,0.146200466382215
"278","11_1_7",11,1.5,0.533280045737101,1.4332517014853,0.258624700260608
"279","11_1_70",11,0.5,0.633414945056984,0.0665537525050013,0.10075758330715
"280","11_1_71",11,1.5,0.533291516255019,0.100033475799023,0.173368313564705
"281","11_1_72",11,0.5,0.582688091581019,0.0833233469400056,0.115116547482709
"282","11_1_74",11,1.5,0.600048115800973,0.116736963833034,0.0953729679137217
"283","11_1_75",11,2,0.533401693590974,0.10001898672499,0.30733099161693
"284","11_1_76",11,1,0.549289265617972,0.0999302411440226,0.163822847121072
"285","11_1_77",11,1.5,0.483491963543997,0.0834513337649696,0.252342631992621
"286","11_1_78",11,1.5,0.433377575320037,1.61671839970501,0.1515034991596
"287","11_1_8",11,0.5,0.750010036702605,0.0999857825956951,0.188543145177943
"288","11_1_82",11,1,0.483286701656027,0.0833493065319999,0.0986363641518262
"289","11_1_84",11,2,0.549747180742997,0.0668368931679879,0.0712237895698675
"290","11_1_86",11,2,0.433432211203979,0.51657595399297,0.102960372588972
"291","11_1_87",11,0.5,0.416802677823,0.0832216215629842,0.11780889869813
"292","11_1_9",11,1,0.666530932211998,0.0667089063435,0.138449901128773
"293","11_2_0",11,1.5,0.650893598575969,0.0999721990883309,0.131270385608901
"294","11_2_13",11,1.5,0.533385091527194,0.0833260636414082,0.185279765389946
"295","11_2_14",11,1,0.516573841002398,0.083360777049009,0.228927714754514
"296","11_2_15",11,0.5,0.59922616268031,0.0666210663294038,0.0855011667509174
"297","11_2_16",11,0.5,0.733371145793001,0.116643388559808,0.148321653929016
"298","11_2_17",11,1,0.550208416280796,0.0998934147458073,0.134125879347283
"299","11_2_19",11,2,0.333405678087104,0.183419306872892,0.158846146821387
"300","11_2_2",11,1.5,0.4167320435844,0.0832877279651996,0.167983674654838
"301","11_2_21",11,1.5,0.450086194901004,0.116596902779008,0.252179489659617
"302","11_2_23",11,1,0.499992000822999,0.0834247704620026,0.147261090624408
"303","11_2_3",11,1,0.566889265135298,0.0830797493752016,0.0946386865777613
"304","11_2_30",11,0.5,0.483374541670003,0.0832569386819841,0.129965005511969
"305","11_2_33",11,1.5,0.466696409516004,1.61683944384899,0.156235403201102
"306","11_2_34",11,1,0.499912914626009,0.0667064914970013,0.0908857632628128
"307","11_2_36",11,1.5,0.666487464987995,0.0834772933569923,0.113484817698147
"308","11_2_38",11,1.5,0.549614364227011,0.0833791902469727,0.137062968039291
"309","11_2_40",11,1.5,0.466808096133008,0.0832907465220103,0.125477896104534
"310","11_2_41",11,1.5,0.532625320683991,1.38325926297102,0.18340325389776
"311","11_2_42",11,1,0.566964729065006,0.0664058432030004,0.109568792406149
"312","11_2_45",11,2,0.516715109479009,0.0832512034229751,0.157948744750314
"313","11_2_46",11,2,0.433536351427989,0.0831881155779968,0.160233069054938
"314","11_2_49",11,1,0.883433282791998,0.116626484639994,0.0867249377140778
"315","11_2_5",11,2,0.515907343576099,0.1167532640414,0.187156177592618
"316","11_2_50",11,2,0.465965314967008,0.116841104054998,0.36337996203461
"317","11_2_51",11,1.5,0.383490484450988,0.949974055501002,0.207062938596862
"318","11_2_52",11,1,0.449766529694017,0.100224852324999,0.127843805200188
"319","11_2_54",11,0.5,0.766652851737035,1.43325804045497,0.139999991947121
"320","11_2_56",11,2,0.533429162462028,0.116833255806966,0.281876427553472
"321","11_2_59",11,2,0.500011017733982,0.100139427156023,0.269720273174884
"322","11_2_6",11,1.5,0.516693074011101,0.116684440937604,0.147342670704553
"323","11_2_60",11,1.5,0.516799629079969,0.0832478830100172,0.139592047780752
"324","11_2_61",11,0.5,0.566518888169014,0.0666449129309967,0.102389297059505
"325","11_2_62",11,1,0.550040584502028,0.0665872584889939,0.113076932189903
"326","11_2_63",11,1.5,0.699992242307985,0.0833049337409761,0.130536129869388
"327","11_2_64",11,2,0.433389951404024,0.333267126312023,0.23023310844273
"328","11_2_65",11,1.5,0.599240953610035,0.0667185657270011,0.143100234369438
"329","11_2_66",11,0.5,0.933384065217979,0.0666246885980399,0.0764452468925142
"330","11_2_67",11,2,0.600026382190038,0.11662920134097,0.148403255018191
"331","11_2_68",11,1,0.533626274245989,0.0833073485869704,0.14048949400688
"332","11_2_69",11,0.5,0.466707578177989,0.100098374779009,0.133228426368251
"333","11_2_7",11,1,0.583360626121205,0.133304013081194,0.116829854460099
"334","11_2_70",11,2,0.516690659165022,0.283281328623957,0.128170152646349
"335","11_2_71",11,2,0.499869749258039,0.0832907465219819,0.0916200423952942
"336","11_2_72",11,2,0.450055707472984,0.15003406441798,0.151177151846409
"337","11_2_73",11,2,0.433440663164959,0.133235491834,0.140571074922828
"338","11_2_75",11,1.5,0.482548966279978,0.183260832621045,0.0806060607495146
"339","11_2_76",11,2,0.350106751275007,0.133376458453995,0.196048935695111
"340","11_2_77",11,1,0.450093439437012,0.133304314936993,0.102470863557861
"341","11_2_78",11,2,0.483362467440998,0.266634891322042,0.188461538504088
"342","11_2_79",11,1,0.483394464147011,0.0999616341380261,0.118787880630899
"343","11_2_8",11,2,0.466697918795397,0.0666654391201007,0.243041935118483
"344","11_2_83",11,2,0.483337111561013,0.416720573066982,0.174510515607581
"345","11_2_86",11,1.5,0.515979185236972,0.41647063653204,0.110139848104306
"346","11_2_87",11,2,0.533353396677001,0.133307031638026,0.13045456303861
"347","11_2_89",11,2,0.466801153451001,0.33344431562,0.296643353219304
"348","11_2_9",11,1.5,0.433394177384301,0.0832469774431956,0.161375314018164
"349","11_3_0",11,1,0.38431817283111,0.0670167991762991,0.45034963906784
"350","11_3_1",11,1,0.449828410116899,0.1167034578478,0.10801865918983
"351","11_3_10",11,1.5,0.483362467441104,0.0833007077610972,0.24377623075806
"352","11_3_11",11,2,0.416856408140305,0.1501288471134,0.165862458291852
"353","11_3_13",11,1.5,0.566886850289507,0.099848740099489,0.285874157536141
"354","11_3_14",11,1,0.433524579054591,0.0999356745465008,0.193438228660172
"355","11_3_15",11,1.5,0.465831592883603,0.349992046101804,0.287097901896094
"356","11_3_17",11,2,0.516740465358808,0.116687459494798,0.262132876952632
"357","11_3_18",11,2,0.516826796094307,0.116682629803293,0.236107223815912
"358","11_3_22",11,2,0.70022195450899,0.166467391584007,0.392016327971405
"359","11_3_24",11,1,0.567042909695999,0.0830715992710083,0.166515137322924
"360","11_3_25",11,1.5,0.566545753328001,0.150291547345006,0.506561772229198
"361","11_3_27",11,1.5,0.600084338486994,0.149923887081002,0.501503496180345
"362","11_3_28",11,1.5,0.499913216480991,0.150229365068014,0.415594396375429
"363","11_3_29",11,2,0.450032464583018,0.150201292486003,0.452797223677065
"364","11_3_3",11,0.5,0.732370795942202,0.0999293355762987,0.167738907820695
"365","11_3_30",11,1,0.533540547222998,0.899801710978011,0.304230791934502
