"","ppid_trialn","pNum","heading","FirstSteeringTime","response","response_num"
"2744","14_3_13","14","1","0.699700000000007","steer","2"
"2745","14_3_14","14","1.5","0.450059999999993","steer","2"
"2746","14_3_15","14","0.5","0.7166","steer","2"
"2747","14_3_16","14","1","0.582819999999998","steer","2"
"2748","14_3_17","14","2","0.483470000000011","steer","2"
"2749","14_3_18","14","2","0.366670000000013","steer","2"
"2750","14_3_19","14","0.5","0.533559999999994","steer","2"
"2751","14_3_2","14","0.5","0","steer","2"
"2752","14_3_20","14","0.5","0.450299999999999","steer","2"
"2753","14_3_21","14","2","0.5501","steer","2"
"2754","14_3_22","14","1.5","0.433300000000003","steer","2"
"2755","14_3_23","14","0.5","0.349999999999994","steer","2"
"2756","14_3_25","14","1.5","0.333399999999997","steer","2"
"2757","14_3_26","14","1.5","0.500100000000003","steer","2"
"2758","14_3_27","14","1","1.2833","steer","2"
"2759","14_3_28","14","1","0.583300000000008","steer","2"
"2760","14_3_29","14","2","0.400100000000009","steer","2"
"2761","14_3_3","14","1.5","0.616029999999999","steer","2"
"2762","14_3_30","14","1","0.449299999999994","steer","2"
"2763","14_3_31","14","1","0.483500000000021","steer","2"
"2764","14_3_32","14","0.5","0.566700000000026","steer","2"
"2765","14_3_33","14","1.5","0.449399999999997","steer","2"
"2766","14_3_34","14","0.5","0.600099999999998","steer","2"
"2767","14_3_35","14","2","0.416799999999995","steer","2"
"2768","14_3_36","14","2","0.483300000000014","steer","2"
"2769","14_3_37","14","1.5","0.400100000000009","steer","2"
"2770","14_3_38","14","1.5","0.649999999999977","steer","2"
"2771","14_3_40","14","0.5","0.749500000000012","steer","2"
"2772","14_3_41","14","2","0.566600000000022","steer","2"
"2773","14_3_42","14","1.5","0.366800000000012","steer","2"
"2774","14_3_43","14","0.5","0.450099999999992","steer","2"
"2775","14_3_45","14","1","0.366799999999984","steer","2"
"2776","14_3_46","14","2","0.416699999999992","steer","2"
"2777","14_3_47","14","1","0.63239999999999","steer","2"
"2778","14_3_48","14","2","0.450000000000017","steer","2"
"2779","14_3_49","14","2","0.366700000000009","steer","2"
"2780","14_3_5","14","2","0.50009","steer","2"
"2781","14_3_50","14","0.5","0.582700000000017","steer","2"
"2782","14_3_53","14","1.5","0.61669999999998","steer","2"
"2783","14_3_55","14","1.5","0.550000000000011","steer","2"
"2784","14_3_56","14","1","0.583300000000008","steer","2"
"2785","14_3_57","14","2","0.466099999999983","steer","2"
"2786","14_3_58","14","1.5","0.633399999999995","steer","2"
"2787","14_3_59","14","1.5","0.450099999999964","steer","2"
"2788","14_3_60","14","1","0.633299999999963","steer","2"
"2789","14_3_61","14","0.5","0.63330000000002","steer","2"
"2790","14_3_62","14","2","0.433500000000038","steer","2"
"2791","14_3_63","14","1","0.416699999999992","steer","2"
"2792","14_3_64","14","0.5","1.08330000000001","steer","2"
"2793","14_3_65","14","1","0.0337999999999852","steer","2"
"2794","14_3_66","14","2","0.533500000000004","steer","2"
"2795","14_3_67","14","0","0.483299999999986","steer","2"
"2796","14_3_68","14","1","0.500099999999975","steer","2"
"2797","14_3_69","14","1","0.666600000000017","steer","2"
"2798","14_3_7","14","2","0.533360000000002","steer","2"
"2799","14_3_71","14","0.5","0.833299999999952","steer","2"
"2800","14_3_72","14","1.5","0.199999999999989","steer","2"
"2801","14_3_73","14","1.5","0.616800000000012","steer","2"
"2802","14_3_74","14","1.5","0.583399999999983","steer","2"
"2803","14_3_75","14","0.5","0.682799999999986","steer","2"
"2804","14_3_76","14","1","0.5","steer","2"
"2805","14_3_77","14","1","0.583300000000008","steer","2"
"2806","14_3_78","14","2","0.366600000000005","steer","2"
"2807","14_3_79","14","1.5","0.166800000000023","steer","2"
"2808","14_3_80","14","2","0.416899999999998","steer","2"
"2809","14_3_81","14","1","0.516900000000021","steer","2"
"2810","14_3_82","14","1","0.366199999999992","steer","2"
"2811","14_3_84","14","2","0.548600000000022","steer","2"
"2812","14_3_85","14","2","0.683299999999974","steer","2"
"2813","14_3_86","14","1.5","0.46690000000001","steer","2"
"2814","14_3_87","14","0.5","0.400100000000009","steer","2"
"2815","14_3_89","14","2","0.482799999999997","steer","2"
"2816","14_3_9","14","1","0.532670000000003","steer","2"
"2817","15_1_0","15","0.5","0.4839852548673","steer","2"
"2818","15_1_1","15","2","0","steer","2"
"2819","15_1_10","15","2","0.466713575314401","steer","2"
"2820","15_1_12","15","1.5","0.499709914990895","steer","2"
"2821","15_1_14","15","1.5","0.550079056466103","steer","2"
"2822","15_1_16","15","1","0.783320685506212","steer","2"
"2823","15_1_17","15","1","0.583468414541997","steer","2"
"2824","15_1_18","15","2","0.366646019617093","steer","2"
"2825","15_1_19","15","0.5","0.649802494670709","steer","2"
"2826","15_1_2","15","0.5","0.549952578194699","steer","2"
"2827","15_1_20","15","0.5","0.566699931358002","steer","2"
"2828","15_1_21","15","1.5","0.699611690577001","steer","2"
"2829","15_1_24","15","1","0.633385977273008","steer","2"
"2830","15_1_25","15","1","0.649930784087005","steer","2"
"2831","15_1_26","15","0.5","2.08334465298799","steer","2"
"2832","15_1_27","15","2","0.549386595477017","steer","2"
"2833","15_1_28","15","1.5","0","steer","2"
"2834","15_1_3","15","1.5","0.350073441917399","steer","2"
"2835","15_1_30","15","0.5","0.466684596998988","steer","2"
"2836","15_1_31","15","2","0.433244526872016","steer","2"
"2837","15_1_33","15","0.5","0.566056974990005","steer","2"
"2838","15_1_34","15","2","0.500191075765002","steer","2"
"2839","15_1_35","15","1","0.416565393491993","steer","2"
"2840","15_1_36","15","1.5","0.400088504603985","steer","2"
"2841","15_1_37","15","0.5","1.16675722390198","steer","2"
"2842","15_1_39","15","0.5","1.116708051323","steer","2"
"2843","15_1_4","15","1","0.4332982574977","steer","2"
"2844","15_1_40","15","1.5","0.333417853420002","steer","2"
"2845","15_1_41","15","1","0.550073019317011","steer","2"
"2846","15_1_42","15","2","0.200036102150989","steer","2"
"2847","15_1_43","15","0","1.132725211316","steer","2"
"2848","15_1_44","15","2","0.383353527597023","steer","2"
"2849","15_1_45","15","1.5","0.533257144512987","steer","2"
"2850","15_1_46","15","1.5","0.432727143202982","steer","2"
"2851","15_1_47","15","1","0.583466603397","steer","2"
"2852","15_1_48","15","1.5","0.716709802096005","steer","2"
"2853","15_1_49","15","2","0.499323537455012","steer","2"
"2854","15_1_50","15","2","0","steer","2"
"2855","15_1_51","15","1.5","0.500017205875025","steer","2"
"2856","15_1_53","15","2","0.0664620676870129","steer","2"
"2857","15_1_54","15","0.5","2.36679996691697","steer","2"
"2858","15_1_55","15","1.5","0.383503550749026","steer","2"
"2859","15_1_57","15","2","0.466697275011995","steer","2"
"2860","15_1_59","15","1","0.450034140077037","steer","2"
"2861","15_1_6","15","1.5","0.350012164855201","steer","2"
"2862","15_1_60","15","1.5","0.566615713128954","steer","2"
"2863","15_1_61","15","2","0.483287360443967","steer","2"
"2864","15_1_64","15","0.5","0.716723083823979","steer","2"
"2865","15_1_65","15","1.5","0.549692980787995","steer","2"
"2866","15_1_68","15","1","0.583378159165022","steer","2"
"2867","15_1_7","15","1.5","0.383361677747907","steer","2"
"2868","15_1_70","15","1.5","0.583463886680022","steer","2"
"2869","15_1_71","15","1","0.650019228318968","steer","2"
"2870","15_1_72","15","0","0.832677698951954","steer","2"
"2871","15_1_73","15","2","0.733289624373981","steer","2"
"2872","15_1_74","15","2","0.516720789706994","steer","2"
"2873","15_1_75","15","1","0.734258284929979","steer","2"
"2874","15_1_77","15","0.5","1.00009719809901","steer","2"
"2875","15_1_78","15","2","0.450015424915989","steer","2"
"2876","15_1_79","15","2","0.516807120937983","steer","2"
"2877","15_1_8","15","1.5","0.500088142375297","steer","2"
"2878","15_1_82","15","2","0.53276451315503","steer","2"
"2879","15_1_84","15","1","0.550051587438986","steer","2"
"2880","15_1_87","15","2","0.500060673348003","steer","2"
"2881","15_1_88","15","1.5","0.355860049226976","steer","2"
"2882","15_1_89","15","2","0.432704503895025","steer","2"
"2883","15_2_0","15","0.5","0.734213911885391","steer","2"
"2884","15_2_10","15","2","0.433444356503294","steer","2"
"2885","15_2_11","15","1.5","0.450073683403502","steer","2"
"2886","15_2_12","15","1","0.800065020094593","steer","2"
"2887","15_2_13","15","1.5","0.333438077868394","steer","2"
"2888","15_2_14","15","1","0.433351686266207","steer","2"
"2889","15_2_15","15","1.5","0.650005342876895","steer","2"
"2890","15_2_17","15","1.5","0","steer","2"
"2891","15_2_18","15","2","0.449231501119002","steer","2"
"2892","15_2_19","15","1.5","0.516760936748199","steer","2"
"2893","15_2_20","15","2","0.400091221321006","steer","2"
"2894","15_2_23","15","1","0.43332089680699","steer","2"
"2895","15_2_28","15","2","0.666775637206001","steer","2"
"2896","15_2_29","15","1","0.483429535303003","steer","2"
"2897","15_2_30","15","2","0.400102088189016","steer","2"
"2898","15_2_31","15","1","0.416703342347006","steer","2"
"2899","15_2_32","15","0.5","0.883333605004992","steer","2"
"2900","15_2_33","15","1","0.615900582644997","steer","2"
"2901","15_2_34","15","1.5","0.433252978880006","steer","2"
"2902","15_2_36","15","2","0.366236700916005","steer","2"
"2903","15_2_37","15","2","0.333440794584988","steer","2"
"2904","15_2_38","15","1","0.516625704611016","steer","2"
"2905","15_2_39","15","2","0.483354976511976","steer","2"
"2906","15_2_4","15","2","0.450092398565399","steer","2"
"2907","15_2_40","15","2","0.433664712440986","steer","2"
"2908","15_2_41","15","1","0.449981013165996","steer","2"
"2909","15_2_44","15","2","0.483281927010012","steer","2"
"2910","15_2_45","15","1","0.566773584575003","steer","2"
"2911","15_2_46","15","2","0.549980047223016","steer","2"
"2912","15_2_47","15","0.5","0.433266260608008","steer","2"
"2913","15_2_48","15","1","0.366748349293005","steer","2"
"2914","15_2_50","15","1.5","0.466710556739997","steer","2"
"2915","15_2_53","15","1.5","0.483387577116986","steer","2"
"2916","15_2_54","15","1","0.416706964635978","steer","2"
"2917","15_2_55","15","1","0.483416253575001","steer","2"
"2918","15_2_56","15","2","0.466678257991987","steer","2"
"2919","15_2_57","15","1.5","0.416741376385005","steer","2"
"2920","15_2_59","15","0.5","0.699976938091027","steer","2"
"2921","15_2_6","15","1.5","0.416598597811799","steer","2"
"2922","15_2_60","15","1.5","0.550005403248974","steer","2"
"2923","15_2_62","15","1.5","0.483389690118997","steer","2"
"2924","15_2_63","15","1","0.63347230850303","steer","2"
"2925","15_2_64","15","0.5","0.416064913841012","steer","2"
"2926","15_2_67","15","2","0.199893625434015","steer","2"
"2927","15_2_68","15","1","0.583330163829999","steer","2"
"2928","15_2_7","15","1","0.500087538660402","steer","2"
"2929","15_2_70","15","1.5","0.382726569673991","steer","2"
"2930","15_2_72","15","0.5","0.600004769348004","steer","2"
"2931","15_2_73","15","1.5","0.500076369933993","steer","2"
"2932","15_2_74","15","0.5","0.516780557481979","steer","2"
"2933","15_2_75","15","2","0.383262064788994","steer","2"
"2934","15_2_76","15","1.5","0.366746840005021","steer","2"
"2935","15_2_78","15","2","0.583346162275006","steer","2"
"2936","15_2_79","15","2","0.40008910831898","steer","2"
"2937","15_2_83","15","1","0.632887610623015","steer","2"
"2938","15_2_84","15","2","0.450077607551009","steer","2"
"2939","15_2_85","15","1.5","0.583382687026017","steer","2"
"2940","15_2_86","15","1.5","0.683359685488995","steer","2"
"2941","15_2_88","15","2","0.500164210453022","steer","2"
"2942","15_2_9","15","1.5","0.433385192443204","steer","2"
"2943","15_3_0","15","1.5","0.183328292313899","steer","2"
"2944","15_3_1","15","1","0.4500187453477","steer","2"
"2945","15_3_12","15","1","0.466627847798605","steer","2"
"2946","15_3_14","15","1","0.600072989131391","steer","2"
"2947","15_3_16","15","0.5","0.633401975717405","steer","2"
"2948","15_3_17","15","1.5","0.550009327395202","steer","2"
"2949","15_3_18","15","0.5","0.583575573936699","steer","2"
"2950","15_3_19","15","2","0.166696550554207","steer","2"
"2951","15_3_2","15","2","0.366107505926898","steer","2"
"2952","15_3_20","15","1","0.516687585387999","steer","2"
"2953","15_3_21","15","1","0.600147246063997","steer","2"
"2954","15_3_23","15","1.5","0","steer","2"
"2955","15_3_24","15","0.5","0.500175681035998","steer","2"
"2956","15_3_26","15","1.5","0.399348953851984","steer","2"
"2957","15_3_27","15","0.5","0.20011217022801","steer","2"
"2958","15_3_28","15","1.5","0.466738025767995","steer","2"
"2959","15_3_29","15","1.5","0.549968576639998","steer","2"
"2960","15_3_30","15","0.5","0.416008164640004","steer","2"
"2961","15_3_31","15","2","0.366748953007004","steer","2"
"2962","15_3_32","15","2","0.416725076082997","steer","2"
"2963","15_3_35","15","2","0.383335114292976","steer","2"
"2964","15_3_36","15","1.5","0","steer","2"
"2965","15_3_37","15","1.5","0.44999278560698","steer","2"
"2966","15_3_39","15","2","0.550043739144002","steer","2"
"2967","15_3_4","15","1","0.4835273371162","steer","2"
"2968","15_3_40","15","1","0.599396224729986","steer","2"
"2969","15_3_41","15","1.5","0.466675239418009","steer","2"
"2970","15_3_42","15","1.5","0.533409884382024","steer","2"
"2971","15_3_43","15","2","0.300096413269983","steer","2"
"2972","15_3_45","15","2","0.333290771432985","steer","2"
"2973","15_3_46","15","1.5","0.433396059311008","steer","2"
"2974","15_3_47","15","1.5","0.383294665394004","steer","2"
"2975","15_3_48","15","2","0.499991849848016","steer","2"
"2976","15_3_49","15","2","0.299401537420977","steer","2"
"2977","15_3_5","15","2","0.249400058318905","steer","2"
"2978","15_3_51","15","2","0.0167038856900206","steer","2"
"2979","15_3_53","15","1","0.600019258505995","steer","2"
"2980","15_3_55","15","2","0.466745270346053","steer","2"
"2981","15_3_6","15","0.5","0.583365179294198","steer","2"
"2982","15_3_60","15","1.5","0.550094753053997","steer","2"
"2983","15_3_61","15","1.5","0.566731022673991","steer","2"
"2984","15_3_62","15","1","0.633475628935003","steer","2"
"2985","15_3_64","15","1.5","0.416767939841009","steer","2"
"2986","15_3_65","15","1.5","0.550176858279997","steer","2"
"2987","15_3_66","15","2","0.400128651644991","steer","2"
"2988","15_3_68","15","1.5","0.316797884099969","steer","2"
"2989","15_3_69","15","1","0.69996908979698","steer","2"
"2990","15_3_70","15","1","0.699994445822995","steer","2"
"2991","15_3_71","15","2","0.433402700174952","steer","2"
"2992","15_3_72","15","2","0.433375533005005","steer","2"
"2993","15_3_75","15","1.5","0.466049790781994","steer","2"
"2994","15_3_76","15","2","0.450137979039994","steer","2"
"2995","15_3_8","15","1","0.499371532789802","steer","2"
"2996","15_3_80","15","0.5","0.566661897319023","steer","2"
"2997","15_3_81","15","1","0.383287118957981","steer","2"
"2998","15_3_84","15","2","0.433453110368987","steer","2"
"2999","15_3_85","15","1","0.415976167751012","steer","2"
"3000","15_3_86","15","1.5","0.550046757718974","steer","2"
"3001","15_3_89","15","2","0.500060975204974","steer","2"
"3002","15_3_9","15","0","1.6501143134162","steer","2"
"3003","16_1_0","16","2","0.216435884270419","steer","2"
"3004","16_1_1","16","1","0.466679103047198","steer","2"
"3005","16_1_10","16","1","0.5167005195811","steer","2"
"3006","16_1_11","16","1","0.533390000000004","steer","2"
"3007","16_1_12","16","0.5","0.633320000000012","steer","2"
"3008","16_1_18","16","1.5","0.366720000000001","steer","2"
"3009","16_1_19","16","1","0.433310000000006","steer","2"
"3010","16_1_20","16","1","0","steer","2"
"3011","16_1_22","16","2","0.416799999999995","steer","2"
"3012","16_1_24","16","1","0.450100000000006","steer","2"
"3013","16_1_25","16","2","0","steer","2"
"3014","16_1_28","16","1","0.433300000000003","steer","2"
"3015","16_1_30","16","1.5","0.4161","steer","2"
"3016","16_1_31","16","2","0.266699999999986","steer","2"
"3017","16_1_32","16","1.5","0.433300000000003","steer","2"
"3018","16_1_33","16","2","0.483299999999986","steer","2"
"3019","16_1_35","16","1","0.416799999999995","steer","2"
"3020","16_1_36","16","0","0.350099999999998","steer","2"
"3021","16_1_38","16","1.5","0.400099999999981","steer","2"
"3022","16_1_40","16","2","0.400099999999981","steer","2"
"3023","16_1_41","16","0","0.100800000000021","steer","2"
"3024","16_1_46","16","2","0.266700000000014","steer","2"
"3025","16_1_48","16","1.5","0.532700000000006","steer","2"
"3026","16_1_49","16","1","0.300099999999986","steer","2"
"3027","16_1_51","16","1.5","0.500100000000003","steer","2"
"3028","16_1_52","16","0.5","0.482900000000001","steer","2"
"3029","16_1_53","16","1.5","0.36669999999998","steer","2"
"3030","16_1_54","16","2","0.349500000000035","steer","2"
"3031","16_1_55","16","1.5","0.400100000000009","steer","2"
"3032","16_1_56","16","1.5","0.449999999999989","steer","2"
"3033","16_1_57","16","2","0.550100000000043","steer","2"
"3034","16_1_59","16","2","0.533299999999997","steer","2"
"3035","16_1_6","16","2","0.4001082448071","steer","2"
"3036","16_1_61","16","2","0.266699999999958","steer","2"
"3037","16_1_62","16","0.5","0.283500000000004","steer","2"
"3038","16_1_63","16","1.5","0.499899999999968","steer","2"
"3039","16_1_64","16","1","0.46610000000004","steer","2"
"3040","16_1_65","16","1.5","0.550000000000011","steer","2"
"3041","16_1_68","16","1.5","0.566899999999976","steer","2"
"3042","16_1_7","16","2","0.483326345415698","steer","2"
"3043","16_1_75","16","1","0.266099999999994","steer","2"
"3044","16_1_76","16","2","0.550100000000043","steer","2"
"3045","16_1_79","16","1.5","0.46629999999999","steer","2"
"3046","16_1_80","16","1","0.13330000000002","steer","2"
"3047","16_1_81","16","1.5","0.516700000000014","steer","2"
"3048","16_1_82","16","0.5","0.400000000000034","steer","2"
"3049","16_1_87","16","2","0.566699999999969","steer","2"
"3050","16_1_88","16","2","0.466700000000003","steer","2"
"3051","16_1_9","16","2","0.383415120646497","steer","2"
"3052","16_2_0","16","2","0.450102999999999","steer","2"
"3053","16_2_1","16","2","0.449949999999999","steer","2"
"3054","16_2_15","16","2","0.483339999999998","steer","2"
"3055","16_2_16","16","1.5","0.600100000000012","steer","2"
"3056","16_2_19","16","1.5","0.516669999999991","steer","2"
"3057","16_2_22","16","0.5","0.566699999999997","steer","2"
"3058","16_2_24","16","1.5","0.349999999999994","steer","2"
"3059","16_2_25","16","2","0.432999999999993","steer","2"
"3060","16_2_26","16","1","0.400000000000006","steer","2"
"3061","16_2_27","16","2","0.483399999999989","steer","2"
"3062","16_2_28","16","2","0.532700000000006","steer","2"
"3063","16_2_30","16","0.5","0.716700000000003","steer","2"
"3064","16_2_32","16","1.5","0.683300000000003","steer","2"
"3065","16_2_33","16","2","0.416699999999992","steer","2"
"3066","16_2_37","16","0.5","0.583500000000015","steer","2"
"3067","16_2_40","16","1","0.500100000000003","steer","2"
"3068","16_2_43","16","0.5","0.683300000000003","steer","2"
"3069","16_2_47","16","1","0.733400000000017","steer","2"
"3070","16_2_5","16","2","0.533339999999999","steer","2"
"3071","16_2_54","16","1","0.632499999999993","steer","2"
"3072","16_2_55","16","1.5","0.449999999999989","steer","2"
"3073","16_2_58","16","1.5","0.500099999999975","steer","2"
"3074","16_2_59","16","1","0.533400000000029","steer","2"
"3075","16_2_6","16","1.5","0.449649999999998","steer","2"
"3076","16_2_60","16","2","0.450000000000045","steer","2"
"3077","16_2_61","16","1.5","0.399900000000002","steer","2"
"3078","16_2_62","16","1","0.383400000000051","steer","2"
"3079","16_2_63","16","0.5","0.383299999999963","steer","2"
"3080","16_2_67","16","1.5","0.466700000000003","steer","2"
"3081","16_2_68","16","2","0.416799999999967","steer","2"
"3082","16_2_69","16","1","0.716799999999978","steer","2"
"3083","16_2_7","16","2","0.450020000000002","steer","2"
"3084","16_2_70","16","2","0.466700000000003","steer","2"
"3085","16_2_72","16","2","0.482700000000023","steer","2"
"3086","16_2_73","16","0.5","0.0167999999999893","steer","2"
"3087","16_2_74","16","1","0.400100000000009","steer","2"
"3088","16_2_75","16","1","0.066599999999994","steer","2"
"3089","16_2_77","16","1.5","0.0167000000000144","steer","2"
"3090","16_2_78","16","1.5","0.433299999999974","steer","2"
"3091","16_2_79","16","0.5","0.550000000000011","steer","2"
"3092","16_2_82","16","2","0.466700000000003","steer","2"
"3093","16_2_83","16","1.5","0.500200000000007","steer","2"
"3094","16_2_84","16","1.5","0.499499999999955","steer","2"
"3095","16_2_85","16","1","0.516700000000014","steer","2"
"3096","16_2_86","16","2","0.45010000000002","steer","2"
"3097","16_2_87","16","0.5","0.433499999999981","steer","2"
"3098","16_2_88","16","0.5","0.499400000000037","steer","2"
"3099","16_2_89","16","1","0.633399999999995","steer","2"
"3100","16_3_0","16","2","0.417472999999999","steer","2"
"3101","16_3_1","16","0","0.366670000000001","steer","2"
"3102","16_3_10","16","1.5","0.46649","steer","2"
"3103","16_3_11","16","2","0.433410000000002","steer","2"
"3104","16_3_13","16","2","0.516660000000002","steer","2"
"3105","16_3_16","16","1.5","0.332729999999998","steer","2"
"3106","16_3_17","16","1.5","0.433369999999996","steer","2"
"3107","16_3_19","16","2","0.499859999999998","steer","2"
"3108","16_3_2","16","1.5","0.433200000000003","steer","2"
"3109","16_3_20","16","2","0.432600000000008","steer","2"
"3110","16_3_21","16","0.5","0.483400000000003","steer","2"
"3111","16_3_23","16","1.5","0.600000000000009","steer","2"
"3112","16_3_24","16","0.5","0.716099999999997","steer","2"
"3113","16_3_25","16","1.5","0.400300000000001","steer","2"
"3114","16_3_28","16","1.5","0.399999999999977","steer","2"
"3115","16_3_29","16","1","0.583400000000012","steer","2"
"3116","16_3_30","16","1.5","0.383200000000016","steer","2"
"3117","16_3_31","16","1.5","0.5334","steer","2"
"3118","16_3_32","16","0.5","0.616600000000005","steer","2"
"3119","16_3_36","16","0.5","0.58329999999998","steer","2"
"3120","16_3_39","16","0","0.416799999999995","steer","2"
"3121","16_3_40","16","1.5","0.516800000000018","steer","2"
"3122","16_3_47","16","1","0.466000000000008","steer","2"
"3123","16_3_5","16","2","0.433340000000001","steer","2"
"3124","16_3_50","16","2","0.333300000000008","steer","2"
"3125","16_3_51","16","1.5","0.583399999999983","steer","2"
"3126","16_3_52","16","1","0.350099999999998","steer","2"
"3127","16_3_54","16","0","0.350000000000023","steer","2"
"3128","16_3_55","16","1","0.450199999999995","steer","2"
"3129","16_3_56","16","1","0.533400000000029","steer","2"
"3130","16_3_57","16","1","0.466799999999978","steer","2"
"3131","16_3_58","16","2","0.399999999999977","steer","2"
"3132","16_3_59","16","2","0.566599999999994","steer","2"
"3133","16_3_62","16","2","0.316800000000001","steer","2"
"3134","16_3_63","16","1.5","0.416699999999992","steer","2"
"3135","16_3_65","16","1","0.349400000000003","steer","2"
"3136","16_3_66","16","2","0.61669999999998","steer","2"
"3137","16_3_67","16","2","0.216700000000003","steer","2"
"3138","16_3_68","16","1.5","0.500099999999975","steer","2"
"3139","16_3_69","16","1.5","0.0828000000000202","steer","2"
"3140","16_3_74","16","2","0.45010000000002","steer","2"
"3141","16_3_75","16","1","0.416799999999967","steer","2"
"3142","16_3_79","16","1.5","0.516500000000008","steer","2"
"3143","16_3_8","16","1","0.566789999999997","steer","2"
"3144","16_3_81","16","2","0.5","steer","2"
"3145","16_3_83","16","1","0.5","steer","2"
"3146","16_3_87","16","0.5","0.333300000000008","steer","2"
"3147","16_3_88","16","2","0.599899999999991","steer","2"
"3148","16_3_89","16","1","0.399999999999977","steer","2"
"3149","16_3_9","16","1","0.51614","steer","2"
"3150","17_1_1","17","2","0.4666363809242","steer","2"
"3151","17_1_10","17","2","0.466659623470704","steer","2"
"3152","17_1_11","17","1.5","0.399714750565195","steer","2"
"3153","17_1_12","17","1.5","0.683264762790202","steer","2"
"3154","17_1_13","17","1.5","0.449988982429304","steer","2"
"3155","17_1_14","17","2","0.716624155948409","steer","2"
"3156","17_1_18","17","2","0.566680149356003","steer","2"
"3157","17_1_19","17","1.5","0.550098252583098","steer","2"
"3158","17_1_20","17","1","0.433214202705003","steer","2"
"3159","17_1_27","17","1.5","0.633193374968982","steer","2"
"3160","17_1_28","17","2","0.433239860062002","steer","2"
"3161","17_1_29","17","1","0.416433385955997","steer","2"
"3162","17_1_30","17","2","0.416818246304018","steer","2"
"3163","17_1_31","17","0","0.950172206139996","steer","2"
"3164","17_1_33","17","2","0.383448892055014","steer","2"
"3165","17_1_35","17","2","0.583249368375988","steer","2"
"3166","17_1_36","17","2","0.383299999999991","steer","2"
"3167","17_1_39","17","2","0.550100000000015","steer","2"
"3168","17_1_4","17","1.5","0.466699165984899","steer","2"
"3169","17_1_40","17","1","0.666800000000023","steer","2"
"3170","17_1_42","17","2","0.400099999999981","steer","2"
"3171","17_1_43","17","1","0.416600000000017","steer","2"
"3172","17_1_44","17","1.5","0.466100000000012","steer","2"
"3173","17_1_45","17","2","0.400000000000006","steer","2"
"3174","17_1_48","17","1","0.516700000000014","steer","2"
"3175","17_1_49","17","1.5","0.449999999999989","steer","2"
"3176","17_1_50","17","0.5","1.94999999999999","steer","2"
"3177","17_1_52","17","2","0.500100000000003","steer","2"
"3178","17_1_56","17","1","0.466700000000003","steer","2"
"3179","17_1_6","17","1.5","0.4327330518067","steer","2"
"3180","17_1_60","17","1","0.316900000000032","steer","2"
"3181","17_1_64","17","1.5","0.449999999999989","steer","2"
"3182","17_1_65","17","2","0.432999999999993","steer","2"
"3183","17_1_66","17","1.5","0.633199999999988","steer","2"
"3184","17_1_67","17","1.5","0.449999999999989","steer","2"
"3185","17_1_68","17","2","0.416699999999992","steer","2"
"3186","17_1_69","17","1","0.482599999999991","steer","2"
"3187","17_1_7","17","1","1.2833408293061","steer","2"
"3188","17_1_71","17","0.5","0.483400000000017","steer","2"
"3189","17_1_75","17","2","0.45010000000002","steer","2"
"3190","17_1_76","17","1","0.516399999999976","steer","2"
"3191","17_1_77","17","1.5","0.449900000000014","steer","2"
"3192","17_1_78","17","1","0.75","steer","2"
"3193","17_1_8","17","1.5","0.450029732348398","steer","2"
"3194","17_1_82","17","2","0.366600000000005","steer","2"
"3195","17_1_9","17","0.5","0.500105647938803","steer","2"
"3196","17_2_10","17","1.5","0.516939999999998","steer","2"
"3197","17_2_11","17","0.5","0.766639999999995","steer","2"
"3198","17_2_16","17","2","0.349980000000002","steer","2"
"3199","17_2_20","17","2","0.416800000000009","steer","2"
"3200","17_2_26","17","2","0.433199999999999","steer","2"
"3201","17_2_28","17","1.5","0.532600000000002","steer","2"
"3202","17_2_29","17","2","0.433500000000009","steer","2"
"3203","17_2_32","17","1.5","0.433199999999999","steer","2"
"3204","17_2_34","17","1.5","0.383299999999991","steer","2"
"3205","17_2_36","17","2","0.633600000000001","steer","2"
"3206","17_2_37","17","2","0","steer","2"
"3207","17_2_38","17","2","0.55019999999999","steer","2"
"3208","17_2_45","17","1.5","0.61669999999998","steer","2"
"3209","17_2_46","17","1.5","0.483100000000007","steer","2"
"3210","17_2_47","17","1.5","0.466800000000006","steer","2"
"3211","17_2_49","17","1.5","0.7834","steer","2"
"3212","17_2_53","17","2","0.499400000000037","steer","2"
"3213","17_2_62","17","1","0.650100000000009","steer","2"
"3214","17_2_64","17","2","0.566700000000026","steer","2"
"3215","17_2_65","17","1","0.466700000000003","steer","2"
"3216","17_2_67","17","2","0.466799999999978","steer","2"
"3217","17_2_69","17","1.5","0.550000000000011","steer","2"
"3218","17_2_75","17","2","0.450099999999964","steer","2"
"3219","17_2_76","17","2","0.483399999999961","steer","2"
"3220","17_2_81","17","1.5","0.666299999999978","steer","2"
"3221","17_2_83","17","1.5","0.350099999999998","steer","2"
"3222","17_2_84","17","1","0.550000000000011","steer","2"
"3223","17_2_86","17","0.5","0.533500000000004","steer","2"
"3224","17_2_87","17","1","0.616700000000037","steer","2"
"3225","17_2_88","17","2","0.650000000000034","steer","2"
"3226","17_3_10","17","2","0.649950000000004","steer","2"
"3227","17_3_15","17","2","0.716759999999994","steer","2"
"3228","17_3_27","17","2","0.54940000000002","steer","2"
"3229","17_3_29","17","2","0.683300000000003","steer","2"
"3230","17_3_30","17","2","0.5334","steer","2"
