"","ppid_trialn","pNum","heading","FirstSteeringTime","response","response_num"
"1371","4_3_89","4","2","2.5","nosteer","1"
"1372","4_3_9","4","1.5","2.5","nosteer","1"
"1373","5_1_14","5","1","2.5","nosteer","1"
"1374","5_1_24","5","0.5","2.5","nosteer","1"
"1375","5_1_25","5","1","2.5","nosteer","1"
"1376","5_1_30","5","0","2.5","nosteer","1"
"1377","5_1_34","5","1","2.5","nosteer","1"
"1378","5_1_35","5","0","2.5","nosteer","1"
"1379","5_1_36","5","0","2.5","nosteer","1"
"1380","5_1_44","5","0","2.5","nosteer","1"
"1381","5_1_51","5","0","2.5","nosteer","1"
"1382","5_1_58","5","0","2.5","nosteer","1"
"1383","5_1_60","5","0.5","2.5","nosteer","1"
"1384","5_1_63","5","0","2.5","nosteer","1"
"1385","5_1_64","5","0","2.5","nosteer","1"
"1386","5_1_65","5","0.5","2.5","nosteer","1"
"1387","5_2_10","5","1","2.5","nosteer","1"
"1388","5_2_11","5","1","2.5","nosteer","1"
"1389","5_2_13","5","0.5","2.5","nosteer","1"
"1390","5_2_23","5","0.5","2.5","nosteer","1"
"1391","5_2_24","5","0","2.5","nosteer","1"
"1392","5_2_25","5","0","2.5","nosteer","1"
"1393","5_2_3","5","0.5","2.5","nosteer","1"
"1394","5_2_39","5","0","2.5","nosteer","1"
"1395","5_2_41","5","0.5","2.5","nosteer","1"
"1396","5_2_43","5","0","2.5","nosteer","1"
"1397","5_2_50","5","0.5","2.5","nosteer","1"
"1398","5_2_52","5","0.5","2.5","nosteer","1"
"1399","5_2_53","5","1","2.5","nosteer","1"
"1400","5_2_54","5","0.5","2.5","nosteer","1"
"1401","5_2_55","5","0","2.5","nosteer","1"
"1402","5_2_56","5","0","2.5","nosteer","1"
"1403","5_2_57","5","1.5","2.5","nosteer","1"
"1404","5_2_61","5","1","2.5","nosteer","1"
"1405","5_2_65","5","0","2.5","nosteer","1"
"1406","5_2_66","5","0.5","2.5","nosteer","1"
"1407","5_2_70","5","0","2.5","nosteer","1"
"1408","5_2_74","5","0","2.5","nosteer","1"
"1409","5_2_84","5","0.5","2.5","nosteer","1"
"1410","5_2_87","5","0.5","2.5","nosteer","1"
"1411","5_2_88","5","0","2.5","nosteer","1"
"1412","5_3_1","5","0","2.5","nosteer","1"
"1413","5_3_21","5","0","2.5","nosteer","1"
"1414","5_3_25","5","0","2.5","nosteer","1"
"1415","5_3_26","5","0","2.5","nosteer","1"
"1416","5_3_32","5","0.5","2.5","nosteer","1"
"1417","5_3_38","5","0.5","2.5","nosteer","1"
"1418","5_3_39","5","0.5","2.5","nosteer","1"
"1419","5_3_44","5","0","2.5","nosteer","1"
"1420","5_3_45","5","1","2.5","nosteer","1"
"1421","5_3_49","5","0","2.5","nosteer","1"
"1422","5_3_6","5","0","2.5","nosteer","1"
"1423","5_3_60","5","0.5","2.5","nosteer","1"
"1424","5_3_62","5","2","2.5","nosteer","1"
"1425","5_3_63","5","0","2.5","nosteer","1"
"1426","5_3_65","5","0.5","2.5","nosteer","1"
"1427","5_3_66","5","0.5","2.5","nosteer","1"
"1428","5_3_72","5","0","2.5","nosteer","1"
"1429","5_3_78","5","0.5","2.5","nosteer","1"
"1430","5_3_79","5","0","2.5","nosteer","1"
"1431","5_3_80","5","0.5","2.5","nosteer","1"
"1432","5_3_86","5","0.5","2.5","nosteer","1"
"1433","6_1_30","6","0","2.5","nosteer","1"
"1434","6_1_34","6","0.5","2.5","nosteer","1"
"1435","6_1_40","6","0","2.5","nosteer","1"
"1436","6_1_57","6","0.5","2.5","nosteer","1"
"1437","6_1_59","6","0","2.5","nosteer","1"
"1438","6_1_75","6","0.5","2.5","nosteer","1"
"1439","6_1_76","6","0","2.5","nosteer","1"
"1440","6_1_79","6","0","2.5","nosteer","1"
"1441","6_1_82","6","0","2.5","nosteer","1"
"1442","6_1_89","6","0.5","2.5","nosteer","1"
"1443","6_2_19","6","0","2.5","nosteer","1"
"1444","6_2_27","6","0","2.5","nosteer","1"
"1445","6_2_36","6","0","2.5","nosteer","1"
"1446","6_2_39","6","0","2.5","nosteer","1"
"1447","6_2_41","6","0.5","2.5","nosteer","1"
"1448","6_2_45","6","1","2.5","nosteer","1"
"1449","6_2_46","6","0","2.5","nosteer","1"
"1450","6_2_48","6","0","2.5","nosteer","1"
"1451","6_2_50","6","0.5","2.5","nosteer","1"
"1452","6_2_59","6","1","2.5","nosteer","1"
"1453","6_2_84","6","0.5","2.5","nosteer","1"
"1454","6_2_89","6","0","2.5","nosteer","1"
"1455","6_3_13","6","0.5","2.5","nosteer","1"
"1456","6_3_23","6","1","2.5","nosteer","1"
"1457","6_3_24","6","1","2.5","nosteer","1"
"1458","6_3_28","6","1","2.5","nosteer","1"
"1459","6_3_30","6","0","2.5","nosteer","1"
"1460","6_3_37","6","0","2.5","nosteer","1"
"1461","6_3_40","6","0","2.5","nosteer","1"
"1462","6_3_41","6","1","2.5","nosteer","1"
"1463","6_3_43","6","0","2.5","nosteer","1"
"1464","6_3_44","6","0","2.5","nosteer","1"
"1465","6_3_47","6","0","2.5","nosteer","1"
"1466","6_3_54","6","0.5","2.5","nosteer","1"
"1467","6_3_58","6","0.5","2.5","nosteer","1"
"1468","6_3_59","6","0.5","2.5","nosteer","1"
"1469","6_3_64","6","0.5","2.5","nosteer","1"
"1470","6_3_66","6","0.5","2.5","nosteer","1"
"1471","6_3_69","6","0","2.5","nosteer","1"
"1472","6_3_70","6","0","2.5","nosteer","1"
"1473","7_1_23","7","0","2.5","nosteer","1"
"1474","7_1_27","7","1","2.5","nosteer","1"
"1475","7_1_3","7","0","2.5","nosteer","1"
"1476","7_1_38","7","1","2.5","nosteer","1"
"1477","7_1_4","7","0.5","2.5","nosteer","1"
"1478","7_1_41","7","0.5","2.5","nosteer","1"
"1479","7_1_47","7","0","2.5","nosteer","1"
"1480","7_1_52","7","0.5","2.5","nosteer","1"
"1481","7_1_53","7","0","2.5","nosteer","1"
"1482","7_1_65","7","0.5","2.5","nosteer","1"
"1483","7_1_75","7","0","2.5","nosteer","1"
"1484","7_1_8","7","0.5","2.5","nosteer","1"
"1485","7_1_80","7","0","2.5","nosteer","1"
"1486","7_1_82","7","0","2.5","nosteer","1"
"1487","7_1_84","7","0.5","2.5","nosteer","1"
"1488","7_1_87","7","0.5","2.5","nosteer","1"
"1489","7_1_89","7","0.5","2.5","nosteer","1"
"1490","7_2_17","7","0.5","2.5","nosteer","1"
"1491","7_2_19","7","0.5","2.5","nosteer","1"
"1492","7_2_2","7","0","2.5","nosteer","1"
"1493","7_2_20","7","0","2.5","nosteer","1"
"1494","7_2_25","7","0","2.5","nosteer","1"
"1495","7_2_26","7","0","2.5","nosteer","1"
"1496","7_2_27","7","0","2.5","nosteer","1"
"1497","7_2_33","7","0.5","2.5","nosteer","1"
"1498","7_2_35","7","0.5","2.5","nosteer","1"
"1499","7_2_36","7","0.5","2.5","nosteer","1"
"1500","7_2_37","7","0.5","2.5","nosteer","1"
"1501","7_2_45","7","0","2.5","nosteer","1"
"1502","7_2_47","7","1.5","2.5","nosteer","1"
"1503","7_2_51","7","0.5","2.5","nosteer","1"
"1504","7_2_54","7","0.5","2.5","nosteer","1"
"1505","7_2_55","7","1","2.5","nosteer","1"
"1506","7_2_57","7","0","2.5","nosteer","1"
"1507","7_2_6","7","0","2.5","nosteer","1"
"1508","7_2_61","7","0","2.5","nosteer","1"
"1509","7_2_68","7","0.5","2.5","nosteer","1"
"1510","7_2_69","7","0.5","2.5","nosteer","1"
"1511","7_2_71","7","0.5","2.5","nosteer","1"
"1512","7_2_78","7","0","2.5","nosteer","1"
"1513","7_2_80","7","0.5","2.5","nosteer","1"
"1514","7_2_83","7","1","2.5","nosteer","1"
"1515","7_2_84","7","0.5","2.5","nosteer","1"
"1516","7_2_88","7","2","2.5","nosteer","1"
"1517","7_2_9","7","0.5","2.5","nosteer","1"
"1518","7_3_11","7","0.5","2.5","nosteer","1"
"1519","7_3_15","7","0","2.5","nosteer","1"
"1520","7_3_16","7","0.5","2.5","nosteer","1"
"1521","7_3_19","7","0","2.5","nosteer","1"
"1522","7_3_20","7","1","2.5","nosteer","1"
"1523","7_3_22","7","0","2.5","nosteer","1"
"1524","7_3_24","7","0.5","2.5","nosteer","1"
"1525","7_3_26","7","0.5","2.5","nosteer","1"
"1526","7_3_28","7","0.5","2.5","nosteer","1"
"1527","7_3_3","7","2","2.5","nosteer","1"
"1528","7_3_30","7","1","2.5","nosteer","1"
"1529","7_3_35","7","1","2.5","nosteer","1"
"1530","7_3_36","7","0.5","2.5","nosteer","1"
"1531","7_3_42","7","1","2.5","nosteer","1"
"1532","7_3_44","7","0.5","2.5","nosteer","1"
"1533","7_3_46","7","0","2.5","nosteer","1"
"1534","7_3_50","7","0.5","2.5","nosteer","1"
"1535","7_3_51","7","0","2.5","nosteer","1"
"1536","7_3_54","7","0","2.5","nosteer","1"
"1537","7_3_56","7","0","2.5","nosteer","1"
"1538","7_3_57","7","0.5","2.5","nosteer","1"
"1539","7_3_6","7","1","2.5","nosteer","1"
"1540","7_3_60","7","0","2.5","nosteer","1"
"1541","7_3_61","7","0.5","2.5","nosteer","1"
"1542","7_3_65","7","1","2.5","nosteer","1"
"1543","7_3_7","7","0.5","2.5","nosteer","1"
"1544","7_3_79","7","0","2.5","nosteer","1"
"1545","7_3_80","7","1","2.5","nosteer","1"
"1546","7_3_81","7","1","2.5","nosteer","1"
"1547","7_3_85","7","0.5","2.5","nosteer","1"
"1548","7_3_89","7","0","2.5","nosteer","1"
"1549","8_1_10","8","0","2.5","nosteer","1"
"1550","8_1_26","8","0","2.5","nosteer","1"
"1551","8_1_33","8","0","2.5","nosteer","1"
"1552","8_1_38","8","0","2.5","nosteer","1"
"1553","8_1_42","8","0","2.5","nosteer","1"
"1554","8_1_58","8","0","2.5","nosteer","1"
"1555","8_1_74","8","0.5","2.5","nosteer","1"
"1556","8_2_12","8","0","2.5","nosteer","1"
"1557","8_2_15","8","0.5","2.5","nosteer","1"
"1558","8_2_18","8","0.5","2.5","nosteer","1"
"1559","8_2_19","8","0","2.5","nosteer","1"
"1560","8_2_22","8","0","2.5","nosteer","1"
"1561","8_2_24","8","0.5","2.5","nosteer","1"
"1562","8_2_26","8","1","2.5","nosteer","1"
"1563","8_2_31","8","0.5","2.5","nosteer","1"
"1564","8_2_39","8","0","2.5","nosteer","1"
"1565","8_2_44","8","0","2.5","nosteer","1"
"1566","8_2_51","8","0","2.5","nosteer","1"
"1567","8_2_56","8","1","2.5","nosteer","1"
"1568","8_2_58","8","0","2.5","nosteer","1"
"1569","8_2_69","8","1","2.5","nosteer","1"
"1570","8_2_79","8","0.5","2.5","nosteer","1"
"1571","8_2_80","8","0","2.5","nosteer","1"
"1572","8_3_26","8","0","2.5","nosteer","1"
"1573","8_3_30","8","0.5","2.5","nosteer","1"
"1574","8_3_31","8","0","2.5","nosteer","1"
"1575","8_3_34","8","0","2.5","nosteer","1"
"1576","8_3_40","8","0","2.5","nosteer","1"
"1577","8_3_48","8","0","2.5","nosteer","1"
"1578","8_3_55","8","0","2.5","nosteer","1"
"1579","8_3_56","8","0.5","2.5","nosteer","1"
"1580","8_3_59","8","0.5","2.5","nosteer","1"
"1581","8_3_6","8","0.5","2.5","nosteer","1"
"1582","8_3_61","8","1","2.5","nosteer","1"
"1583","8_3_67","8","0","2.5","nosteer","1"
"1584","8_3_70","8","0","2.5","nosteer","1"
"1585","8_3_80","8","0.5","2.5","nosteer","1"
"1586","8_3_84","8","0.5","2.5","nosteer","1"
"1587","8_3_88","8","0.5","2.5","nosteer","1"
"1588","8_3_9","8","0","2.5","nosteer","1"
"1589","9_1_0","9","2","2.5","nosteer","1"
"1590","9_1_10","9","2","2.5","nosteer","1"
"1591","9_1_14","9","0","2.5","nosteer","1"
"1592","9_1_15","9","2","2.5","nosteer","1"
"1593","9_1_16","9","0","2.5","nosteer","1"
"1594","9_1_17","9","0.5","2.5","nosteer","1"
"1595","9_1_18","9","0.5","2.5","nosteer","1"
"1596","9_1_19","9","1","2.5","nosteer","1"
"1597","9_1_2","9","0","2.5","nosteer","1"
"1598","9_1_20","9","2","2.5","nosteer","1"
"1599","9_1_24","9","0.5","2.5","nosteer","1"
"1600","9_1_25","9","0.5","2.5","nosteer","1"
"1601","9_1_27","9","0.5","2.5","nosteer","1"
"1602","9_1_28","9","1","2.5","nosteer","1"
"1603","9_1_29","9","0.5","2.5","nosteer","1"
"1604","9_1_3","9","0.5","2.5","nosteer","1"
"1605","9_1_30","9","1","2.5","nosteer","1"
"1606","9_1_31","9","1.5","2.5","nosteer","1"
"1607","9_1_32","9","1","2.5","nosteer","1"
"1608","9_1_33","9","0.5","2.5","nosteer","1"
"1609","9_1_34","9","1","2.5","nosteer","1"
"1610","9_1_35","9","2","2.5","nosteer","1"
"1611","9_1_36","9","1","2.5","nosteer","1"
"1612","9_1_37","9","0.5","2.5","nosteer","1"
"1613","9_1_38","9","2","2.5","nosteer","1"
"1614","9_1_39","9","0.5","2.5","nosteer","1"
"1615","9_1_40","9","2","2.5","nosteer","1"
"1616","9_1_41","9","1","2.5","nosteer","1"
"1617","9_1_42","9","0.5","2.5","nosteer","1"
"1618","9_1_43","9","1.5","2.5","nosteer","1"
"1619","9_1_44","9","1.5","2.5","nosteer","1"
"1620","9_1_45","9","1","2.5","nosteer","1"
"1621","9_1_46","9","0","2.5","nosteer","1"
"1622","9_1_47","9","1.5","2.5","nosteer","1"
"1623","9_1_48","9","2","2.5","nosteer","1"
"1624","9_1_49","9","1","2.5","nosteer","1"
"1625","9_1_5","9","0.5","2.5","nosteer","1"
"1626","9_1_50","9","0","2.5","nosteer","1"
"1627","9_1_51","9","1","2.5","nosteer","1"
"1628","9_1_52","9","0.5","2.5","nosteer","1"
"1629","9_1_53","9","1","2.5","nosteer","1"
"1630","9_1_54","9","1","2.5","nosteer","1"
"1631","9_1_55","9","0","2.5","nosteer","1"
"1632","9_1_56","9","2","2.5","nosteer","1"
"1633","9_1_57","9","0.5","2.5","nosteer","1"
"1634","9_1_58","9","0","2.5","nosteer","1"
"1635","9_1_59","9","0.5","2.5","nosteer","1"
"1636","9_1_6","9","2","2.5","nosteer","1"
"1637","9_1_60","9","0.5","2.5","nosteer","1"
"1638","9_1_61","9","1.5","2.5","nosteer","1"
"1639","9_1_62","9","1.5","2.5","nosteer","1"
"1640","9_1_63","9","0","2.5","nosteer","1"
"1641","9_1_64","9","1","2.5","nosteer","1"
"1642","9_1_65","9","2","2.5","nosteer","1"
"1643","9_1_66","9","0.5","2.5","nosteer","1"
"1644","9_1_69","9","0","2.5","nosteer","1"
"1645","9_1_70","9","1.5","2.5","nosteer","1"
"1646","9_1_74","9","0.5","2.5","nosteer","1"
"1647","9_1_75","9","1.5","2.5","nosteer","1"
"1648","9_1_76","9","1.5","2.5","nosteer","1"
"1649","9_1_79","9","1","2.5","nosteer","1"
"1650","9_1_83","9","0.5","2.5","nosteer","1"
"1651","9_1_84","9","1","2.5","nosteer","1"
"1652","9_1_86","9","1","2.5","nosteer","1"
"1653","9_1_87","9","2","2.5","nosteer","1"
"1654","9_1_88","9","2","2.5","nosteer","1"
"1655","9_1_89","9","0","2.5","nosteer","1"
"1656","9_1_9","9","1","2.5","nosteer","1"
"1657","9_2_1","9","0","2.5","nosteer","1"
"1658","9_2_10","9","0.5","2.5","nosteer","1"
"1659","9_2_11","9","1.5","2.5","nosteer","1"
"1660","9_2_12","9","0","2.5","nosteer","1"
"1661","9_2_14","9","2","2.5","nosteer","1"
"1662","9_2_15","9","0","2.5","nosteer","1"
"1663","9_2_16","9","1","2.5","nosteer","1"
"1664","9_2_17","9","2","2.5","nosteer","1"
"1665","9_2_19","9","0.5","2.5","nosteer","1"
"1666","9_2_20","9","0.5","2.5","nosteer","1"
"1667","9_2_21","9","1.5","2.5","nosteer","1"
"1668","9_2_24","9","0.5","2.5","nosteer","1"
"1669","9_2_25","9","1.5","2.5","nosteer","1"
"1670","9_2_26","9","1","2.5","nosteer","1"
"1671","9_2_28","9","0.5","2.5","nosteer","1"
"1672","9_2_29","9","1","2.5","nosteer","1"
"1673","9_2_30","9","0","2.5","nosteer","1"
"1674","9_2_31","9","2","2.5","nosteer","1"
"1675","9_2_32","9","2","2.5","nosteer","1"
"1676","9_2_33","9","1.5","2.5","nosteer","1"
"1677","9_2_34","9","1.5","2.5","nosteer","1"
"1678","9_2_35","9","1.5","2.5","nosteer","1"
"1679","9_2_36","9","0","2.5","nosteer","1"
"1680","9_2_37","9","1","2.5","nosteer","1"
"1681","9_2_38","9","0.5","2.5","nosteer","1"
"1682","9_2_39","9","1.5","2.5","nosteer","1"
"1683","9_2_4","9","1","2.5","nosteer","1"
"1684","9_2_40","9","1","2.5","nosteer","1"
"1685","9_2_41","9","1","2.5","nosteer","1"
"1686","9_2_42","9","0.5","2.5","nosteer","1"
"1687","9_2_43","9","1.5","2.5","nosteer","1"
"1688","9_2_44","9","0","2.5","nosteer","1"
"1689","9_2_45","9","1","2.5","nosteer","1"
"1690","9_2_46","9","1","2.5","nosteer","1"
"1691","9_2_47","9","1","2.5","nosteer","1"
"1692","9_2_48","9","0","2.5","nosteer","1"
"1693","9_2_49","9","1","2.5","nosteer","1"
"1694","9_2_5","9","0.5","2.5","nosteer","1"
"1695","9_2_50","9","1","2.5","nosteer","1"
"1696","9_2_52","9","2","2.5","nosteer","1"
"1697","9_2_53","9","1","2.5","nosteer","1"
"1698","9_2_54","9","2","2.5","nosteer","1"
"1699","9_2_56","9","1.5","2.5","nosteer","1"
"1700","9_2_57","9","1.5","2.5","nosteer","1"
"1701","9_2_58","9","0.5","2.5","nosteer","1"
"1702","9_2_59","9","1","2.5","nosteer","1"
"1703","9_2_6","9","0.5","2.5","nosteer","1"
"1704","9_2_60","9","1","2.5","nosteer","1"
"1705","9_2_61","9","1.5","2.5","nosteer","1"
"1706","9_2_62","9","2","2.5","nosteer","1"
"1707","9_2_63","9","0","2.5","nosteer","1"
"1708","9_2_65","9","0.5","2.5","nosteer","1"
"1709","9_2_66","9","0.5","2.5","nosteer","1"
"1710","9_2_67","9","2","2.5","nosteer","1"
"1711","9_2_69","9","1.5","2.5","nosteer","1"
"1712","9_2_70","9","1","2.5","nosteer","1"
"1713","9_2_71","9","1.5","2.5","nosteer","1"
"1714","9_2_72","9","1.5","2.5","nosteer","1"
"1715","9_2_73","9","0","2.5","nosteer","1"
"1716","9_2_74","9","2","2.5","nosteer","1"
"1717","9_2_78","9","0.5","2.5","nosteer","1"
"1718","9_2_79","9","0.5","2.5","nosteer","1"
"1719","9_2_8","9","0","2.5","nosteer","1"
"1720","9_2_80","9","1","2.5","nosteer","1"
"1721","9_2_81","9","1.5","2.5","nosteer","1"
"1722","9_2_82","9","0.5","2.5","nosteer","1"
"1723","9_2_84","9","1","2.5","nosteer","1"
"1724","9_2_85","9","0.5","2.5","nosteer","1"
"1725","9_2_86","9","0.5","2.5","nosteer","1"
"1726","9_2_88","9","2","2.5","nosteer","1"
"1727","9_2_89","9","0.5","2.5","nosteer","1"
"1728","9_2_9","9","0.5","2.5","nosteer","1"
"1729","9_3_0","9","0","2.5","nosteer","1"
"1730","9_3_11","9","0.5","2.5","nosteer","1"
"1731","9_3_12","9","1.5","2.5","nosteer","1"
"1732","9_3_15","9","0.5","2.5","nosteer","1"
"1733","9_3_16","9","0.5","2.5","nosteer","1"
"1734","9_3_24","9","0","2.5","nosteer","1"
"1735","9_3_25","9","2","2.5","nosteer","1"
"1736","9_3_26","9","2","2.5","nosteer","1"
"1737","9_3_27","9","0.5","2.5","nosteer","1"
"1738","9_3_28","9","0","2.5","nosteer","1"
"1739","9_3_3","9","0","2.5","nosteer","1"
"1740","9_3_31","9","1.5","2.5","nosteer","1"
"1741","9_3_32","9","0.5","2.5","nosteer","1"
"1742","9_3_33","9","0.5","2.5","nosteer","1"
"1743","9_3_34","9","0.5","2.5","nosteer","1"
"1744","9_3_35","9","1","2.5","nosteer","1"
"1745","9_3_36","9","1.5","2.5","nosteer","1"
"1746","9_3_37","9","1","2.5","nosteer","1"
"1747","9_3_38","9","0.5","2.5","nosteer","1"
"1748","9_3_39","9","2","2.5","nosteer","1"
"1749","9_3_4","9","1","2.5","nosteer","1"
"1750","9_3_42","9","0.5","2.5","nosteer","1"
"1751","9_3_43","9","0","2.5","nosteer","1"
"1752","9_3_44","9","1","2.5","nosteer","1"
"1753","9_3_46","9","1","2.5","nosteer","1"
"1754","9_3_47","9","0.5","2.5","nosteer","1"
"1755","9_3_48","9","1.5","2.5","nosteer","1"
"1756","9_3_49","9","0","2.5","nosteer","1"
"1757","9_3_5","9","1","2.5","nosteer","1"
"1758","9_3_50","9","1","2.5","nosteer","1"
"1759","9_3_51","9","2","2.5","nosteer","1"
"1760","9_3_52","9","0","2.5","nosteer","1"
"1761","9_3_53","9","1.5","2.5","nosteer","1"
"1762","9_3_55","9","1.5","2.5","nosteer","1"
"1763","9_3_56","9","1.5","2.5","nosteer","1"
"1764","9_3_58","9","0.5","2.5","nosteer","1"
"1765","9_3_59","9","1","2.5","nosteer","1"
"1766","9_3_6","9","1.5","2.5","nosteer","1"
"1767","9_3_61","9","1","2.5","nosteer","1"
"1768","9_3_62","9","2","2.5","nosteer","1"
"1769","9_3_64","9","2","2.5","nosteer","1"
"1770","9_3_65","9","0.5","2.5","nosteer","1"
"1771","9_3_66","9","0","2.5","nosteer","1"
"1772","9_3_67","9","0.5","2.5","nosteer","1"
"1773","9_3_68","9","1","2.5","nosteer","1"
"1774","9_3_7","9","0.5","2.5","nosteer","1"
"1775","9_3_71","9","0.5","2.5","nosteer","1"
"1776","9_3_72","9","2","2.5","nosteer","1"
"1777","9_3_73","9","0.5","2.5","nosteer","1"
"1778","9_3_75","9","0.5","2.5","nosteer","1"
"1779","9_3_76","9","1","2.5","nosteer","1"
"1780","9_3_77","9","2","2.5","nosteer","1"
"1781","9_3_79","9","2","2.5","nosteer","1"
"1782","9_3_80","9","0.5","2.5","nosteer","1"
"1783","9_3_81","9","0","2.5","nosteer","1"
"1784","9_3_82","9","1","2.5","nosteer","1"
"1785","9_3_83","9","1.5","2.5","nosteer","1"
"1786","9_3_84","9","1.5","2.5","nosteer","1"
"1787","9_3_85","9","1","2.5","nosteer","1"
"1788","9_3_87","9","0.5","2.5","nosteer","1"
"1789","9_3_88","9","1.5","2.5","nosteer","1"
"1790","9_3_89","9","0","2.5","nosteer","1"
"1791","9_3_9","9","1.5","2.5","nosteer","1"
"1792","1_1_4","1","2","0.433389999999999","steer","2"
"1793","1_1_77","1","0.5","0.449999999999989","steer","2"
"1794","1_1_80","1","2","0.383199999999988","steer","2"
"1795","1_2_19","1","2","0","steer","2"
"1796","1_2_26","1","1.5","0.499899999999997","steer","2"
"1797","1_2_31","1","2","0.566800000000001","steer","2"
"1798","1_2_32","1","1.5","0.58329999999998","steer","2"
"1799","1_2_33","1","2","0.5","steer","2"
"1800","1_2_40","1","1.5","0.449799999999982","steer","2"
"1801","1_2_43","1","2","0.566600000000022","steer","2"
"1802","1_2_53","1","1.5","0","steer","2"
"1803","1_2_54","1","0.5","0.466700000000003","steer","2"
"1804","1_2_63","1","2","0.433499999999981","steer","2"
"1805","1_2_64","1","2","0.466799999999978","steer","2"
"1806","1_2_65","1","2","0","steer","2"
"1807","1_2_71","1","2","0.549900000000036","steer","2"
"1808","1_2_72","1","2","0","steer","2"
"1809","1_2_76","1","2","0.483499999999992","steer","2"
"1810","1_2_85","1","2","0.533399999999972","steer","2"
"1811","1_2_88","1","1.5","0.433400000000006","steer","2"
"1812","1_2_89","1","1.5","0.533200000000022","steer","2"
"1813","1_3_0","1","1.5","0.450799999999999","steer","2"
"1814","1_3_1","1","2","0.45022","steer","2"
"1815","1_3_10","1","1","0","steer","2"
"1816","1_3_17","1","0","0.48342000000001","steer","2"
"1817","1_3_19","1","2","0.46651","steer","2"
"1818","1_3_2","1","1","0.68336","steer","2"
"1819","1_3_24","1","1.5","0.483400000000003","steer","2"
"1820","1_3_25","1","2","0.5167","steer","2"
"1821","1_3_3","1","1","0.383519999999997","steer","2"
"1822","1_3_32","1","0.5","0.583200000000005","steer","2"
"1823","1_3_33","1","1","0.449999999999989","steer","2"
"1824","1_3_38","1","2","0","steer","2"
"1825","1_3_39","1","0.5","0.58329999999998","steer","2"
"1826","1_3_4","1","1.5","0.4999","steer","2"
"1827","1_3_40","1","0.5","0.5334","steer","2"
"1828","1_3_44","1","1","0.4666","steer","2"
"1829","1_3_45","1","2","0","steer","2"
"1830","1_3_49","1","2","0.433399999999978","steer","2"
"1831","1_3_52","1","1.5","0.41670000000002","steer","2"
"1832","1_3_54","1","1.5","0.416600000000017","steer","2"
"1833","1_3_57","1","2","0.45010000000002","steer","2"
"1834","1_3_6","1","1.5","0","steer","2"
"1835","1_3_67","1","1","0.666700000000048","steer","2"
"1836","1_3_71","1","2","0.433399999999949","steer","2"
"1837","1_3_72","1","0","0.449900000000014","steer","2"
"1838","1_3_74","1","2","0.466700000000003","steer","2"
"1839","1_3_76","1","0.5","0.666600000000017","steer","2"
"1840","1_3_77","1","1.5","0.516800000000046","steer","2"
"1841","1_3_78","1","2","0.199900000000014","steer","2"
"1842","1_3_8","1","1.5","0.400039999999997","steer","2"
"1843","1_3_80","1","2","0.150100000000009","steer","2"
"1844","1_3_81","1","1.5","0.583399999999983","steer","2"
"1845","1_3_83","1","1.5","0.483400000000017","steer","2"
"1846","1_3_85","1","1","0.400099999999952","steer","2"
"1847","1_3_89","1","1.5","0.666600000000017","steer","2"
"1848","1_3_9","1","2","0","steer","2"
"1849","10_1_0","10","1","0.434087937888119","steer","2"
"1850","10_1_1","10","1","0.516692671379801","steer","2"
"1851","10_1_10","10","1","0.533482992494996","steer","2"
"1852","10_1_11","10","1.5","0.516702632558399","steer","2"
"1853","10_1_17","10","1","0.48340633669811","steer","2"
"1854","10_1_2","10","2","0.416649234604101","steer","2"
"1855","10_1_20","10","1.5","0.450096155558001","steer","2"
"1856","10_1_21","10","1.5","0.433486644927001","steer","2"
"1857","10_1_22","10","2","0.466712306974998","steer","2"
"1858","10_1_23","10","0.5","0.566699297073001","steer","2"
"1859","10_1_25","10","0.5","0.516770247831005","steer","2"
"1860","10_1_30","10","1","0.666491591406981","steer","2"
"1861","10_1_31","10","1.5","0.516689350986013","steer","2"
"1862","10_1_32","10","1","0.516699999999986","steer","2"
"1863","10_1_35","10","1","0.600000000000023","steer","2"
"1864","10_1_36","10","1.5","0.566599999999994","steer","2"
"1865","10_1_39","10","1.5","0.483299999999986","steer","2"
"1866","10_1_4","10","1","0.466702345797202","steer","2"
"1867","10_1_40","10","1.5","0.516599999999983","steer","2"
"1868","10_1_41","10","1.5","0.5","steer","2"
"1869","10_1_44","10","2","0.449900000000014","steer","2"
"1870","10_1_45","10","0.5","0.683400000000006","steer","2"
"1871","10_1_46","10","2","0.666799999999995","steer","2"
"1872","10_1_47","10","0.5","0.499899999999997","steer","2"
"1873","10_1_48","10","1.5","0.449999999999989","steer","2"
"1874","10_1_49","10","0.5","0.833500000000015","steer","2"
"1875","10_1_50","10","1","0.466700000000003","steer","2"
"1876","10_1_51","10","2","0.416699999999992","steer","2"
"1877","10_1_52","10","1","0.450099999999992","steer","2"
"1878","10_1_53","10","1.5","0.699999999999989","steer","2"
"1879","10_1_54","10","2","0.45010000000002","steer","2"
"1880","10_1_55","10","2","0.500200000000007","steer","2"
"1881","10_1_56","10","1.5","0.633399999999995","steer","2"
"1882","10_1_57","10","2","0.500099999999975","steer","2"
"1883","10_1_58","10","0.5","0.616599999999949","steer","2"
"1884","10_1_59","10","1.5","0.566700000000026","steer","2"
"1885","10_1_60","10","1.5","0.766599999999983","steer","2"
"1886","10_1_61","10","2","0.550000000000011","steer","2"
