"","frame","-2","-1.5","-1","-0.5","0","0.5","1","1.5","2"
"46",46,-0.0866833337529562,-0.0837666696561347,-0.0599666670678709,-0.0446833332327323,-0.00291666494304325,0.0339500027860646,0.0564666555911824,0.0669666639680571,0.0725666868854584
"47",47,-0.0759499974716869,-0.080966663812667,-0.0541333317754822,-0.0428166653439432,-0.00198332974592304,0.0315000051691487,0.053433342254404,0.0611333450509934,0.0624166626406618
"48",48,-0.0677833396735352,-0.0725666666723512,-0.0494666710604806,-0.0381500041494738,-0.0011666690581768,0.0300999880481677,0.052033328460776,0.0565833187012386,0.0564666772371736
"49",49,-0.0552999963808332,-0.0659166654495771,-0.0451499994049123,-0.0358166680302152,-0.000933335287644044,0.0255500077636288,0.0461999949276711,0.0493500092208577,0.0482999901570083
"50",50,-0.0472499976343476,-0.0608999992180949,-0.0397833350900003,-0.0317333335119878,-0.000116664658447292,0.0231000025262274,0.0438666694572896,0.0410666773983791,0.0422333245456797
"51",51,-0.0362833342311204,-0.0549499997626157,-0.0376833341334004,-0.0269499981859058,0.00035000048900045,0.0215833307585888,0.0388499981286543,0.0400166590065205,0.033950000929455
"52",52,-0.0264833339667517,-0.0473666743245392,-0.0327833276570363,-0.0228666683689775,0.000699998531296319,0.0203000017095898,0.0337166643330406,0.0325499989535862,0.0295166625081143
"53",53,-0.0196000022366489,-0.0408333277340144,-0.0290499995346629,-0.0191333351896689,0.00233333437830525,0.0173833224550822,0.0305666799784246,0.0261333326166313,0.0213500021392944
"54",54,-0.0100333307417997,-0.0329000012498507,-0.0249666677292371,-0.0161000001665308,0.00268333402947788,0.0137666699391475,0.0219333208617846,0.0199499966778585,0.0167999967776565
"55",55,-0.00385000087464903,-0.021816666419098,-0.0195999983469403,-0.0111999991337462,0.00209999793726868,0.012133334449481,0.0177333447016355,0.0167999975455901,0.01260000581728
"56",56,0.00210000015155808,-0.0166833340265114,-0.0140000002865158,-0.0081666636508378,0.00140000063204753,0.0106166733709613,0.0114333248228437,0.00595000008420755,0.00665000759265412
"57",57,0.00956666715787483,-0.00641666404087236,-0.00874999798927417,-0.00396667042074563,0.000700003481740309,0.00571666166187032,0.00571667673232683,0.00175000718425826,0.00419999242692176
"58",58,0.0117833294490086,0.00338333078941029,-0.00408333389332502,-0.00128333247998752,0.000583337148405126,0.0054833318123994,0.00349999591112138,-0.00268333796930458,0.00163333694179753
"59",59,0.0148166675223012,0.00945000221906498,0.000233333462758617,0.00268333197618787,-0.000233337297122168,0.00256666848367297,-0.00105000046576518,-0.00513333390369561,-0.0011666629888276
"60",60,0.0190166657893011,0.0148166674680828,0.00536666324338082,0.00385000411458865,0.000233332620715238,-0.000233326941734821,-0.00513333715584588,-0.0113166684015141,-0.00210000473513635
"61",61,0.0213500023407216,0.023450000460622,0.0104999954638815,0.0062999943136237,-0.00151666536024546,-0.00478333330423404,-0.00688333089811899,-0.0110833324805782,-0.00641667072591911
"62",62,0.0219333318977747,0.0271833292142483,0.0163333364232262,0.00991666841916507,-0.00128333398760434,-0.00501667200640768,-0.0117833298456567,-0.0137666752317961,-0.00688333077142761
"63",63,0.0225166676296696,0.0308000052596109,0.0208833338271491,0.0120166741921054,-0.00128333950407218,-0.008749997371519,-0.0154000017167019,-0.0150499952196634,-0.00956666410718767
"64",64,0.0240333343439634,0.0342999961889499,0.0233333352621103,0.0158666629175697,-0.00233333155544467,-0.00980000163596943,-0.0159833364024917,-0.0156333323046126,-0.00898333824610178
"65",65,0.0222833319956721,0.0349999976249074,0.0237999992532189,0.0170333318883105,-0.000816663429483637,-0.0120166689195038,-0.0201833384539388,-0.0176166629377232,-0.0134166616157262
"66",66,0.0232166661050506,0.0380333380935695,0.0269500040231795,0.0204166658938669,-0.00151666916496237,-0.0159833288376453,-0.0228666704234798,-0.0171499992619838,-0.0115500049600874
"67",67,0.0228666663945423,0.0409500033230329,0.0302166651844824,0.0211166702562699,-0.000583333795842131,-0.0186666645405193,-0.0230999979112297,-0.0185500050838991,-0.0121333384457897
"68",68,0.0229833362359964,0.0388499981972235,0.0320833312309755,0.0234500002905542,-0.000233330671386151,-0.018666666028989,-0.0257833278297938,-0.0197166613250214,-0.0129499990260048
"69",69,0.0239166617623195,0.0414166690838374,0.0330166643464444,0.0275333327592817,-0.00081666625139705,-0.0237999933296015,-0.0287000000687057,-0.0200666688032449,-0.0153999989221492
"70",70,0.0250833376706863,0.041299996118892,0.0351166667854028,0.0263666655287719,-0.00186666869402563,-0.0241500077066201,-0.0304499957124831,-0.024033334521168,-0.015516665998642
"71",71,0.0255499977355719,0.0407166666079024,0.0361666696481985,0.0292833307974324,-0.00233333433402848,-0.0257833299667846,-0.0306833335989386,-0.0261333297067352,-0.0163333324248029
"72",72,0.0269500016834355,0.0445666658442805,0.0359333355095175,0.0292833338149904,-0.00140000047883985,-0.0256666674007047,-0.0339500050652952,-0.0261333317074884,-0.0151666701644659
"73",73,0.0301000038795384,0.0431666689934989,0.0411833286550415,0.0284666742324653,-0.00245000090566427,-0.0271833378638211,-0.0345333334852554,-0.0317333384619762,-0.0174999877044794
"74",74,0.029866663355517,0.0475999956273887,0.0383833361436461,0.0299833279835343,-0.001400000177554,-0.0279999999501171,-0.0384999985427103,-0.0309166695926541,-0.0183166704908454
"75",75,0.0331333369831253,0.0484166719362609,0.0404833373066297,0.0294000002233913,-0.000116665860247299,-0.0284666755708815,-0.0389666695914773,-0.0362833259248485,-0.0200666647687114
"76",76,0.0373333338963043,0.0486499958117698,0.0417666620461054,0.0289333316331128,-0.0001166601194913,-0.0283499915068227,-0.040366665576882,-0.0394333384911546,-0.0227500015475454
"77",77,0.0365166633055853,0.0505166719541939,0.04281666780519,0.0268333375190934,0.000233332949664364,-0.0304500059236442,-0.0407166690729738,-0.0409499955910765,-0.0229833384161635
"78",78,0.0430500038702772,0.053316663370338,0.0456166641555551,0.026483331626945,8.94459926706793e-11,-0.0306833313074265,-0.0460833311864025,-0.0459666659990966,-0.0264833336152736
"79",79,0.0435166677539883,0.0540166669067403,0.0492333325608974,0.0249666626235528,0.0002333298941075,-0.0311499949590492,-0.0470166638569206,-0.0503999988525563,-0.0284666650056662
"80",80,0.0466666622901439,0.053316667303198,0.0485333341054545,0.0249666688162636,0.000233333450430104,-0.0332500044264021,-0.0470166644359828,-0.050166671268812,-0.028816663879903
"81",81,0.0466666648508173,0.053899997711016,0.0519166675069157,0.0240333393538558,0.00116666945319131,-0.0351166685798935,-0.0507500022855597,-0.0549500077953847,-0.0309166674891982
"82",82,0.0507500089696304,0.0557666723160386,0.0526166682158634,0.0247333302736226,-0.00035000064343983,-0.0362833286922191,-0.0524999959448333,-0.057400002466813,-0.0351166659679469
"83",83,0.0500499996154345,0.0566999963061339,0.0544833287439202,0.0250833301355285,-0.000116669793135101,-0.0360500023855161,-0.0553000034901607,-0.0605499814956943,-0.0359333350306761
"84",84,0.0580999960288321,0.0547166688495731,0.0549500049058106,0.0246166656908441,0.000116664374821799,-0.0363999996666034,-0.0569333368775425,-0.0625333281211425,-0.0395500027067238
"85",85,0.0572833360821784,0.0590333318026297,0.0554166651806198,0.0268333344691532,0.000350001704938173,-0.036633333918627,-0.0570499932059137,-0.065100004244615,-0.0411833345671934
"86",86,0.0583333338824181,0.0599666656947719,0.0519166662648506,0.0265999998420582,0.00163333207984314,-0.0355833252033201,-0.0589166718137498,-0.0669666721484372,-0.0459666573965347
"87",87,0.0618333307830174,0.0620666662322362,0.0525000032742139,0.0258999940607528,0.000349996458638794,-0.0373333347170745,-0.0624166706062632,-0.0674333389700196,-0.0490000013755092
"88",88,0.0611333380083657,0.0624166666719618,0.0523833351756705,0.0256666718214407,0.000816671451992601,-0.038733338110139,-0.0592666641622444,-0.0681333338034134,-0.0497000025696206
"89",89,0.0645166612581638,0.0635833337406546,0.0496999931314416,0.0242666691036072,-0.000116667870464068,-0.034416666826184,-0.061249992858258,-0.0699999946659685,-0.0570499929404393
"90",90,0.0689500032910554,0.0683666726275431,0.0496999971719659,0.0240333352160571,0.00116667089700993,-0.0337166649363157,-0.0616000001673761,-0.0679000089835218,-0.0583333384291071
"91",91,0.0680166675716864,0.0670833340920791,0.0506333418119221,0.0232166648765558,0.000233330151480834,-0.0320833341763824,-0.0609000019621342,-0.071166669038617,-0.0633500010980295
"92",92,0.0724499960254835,0.0723333265545907,0.0495833293963927,0.0198333323650314,0.00151666397551504,-0.0319666690903945,-0.0628833375403517,-0.069883331064197,-0.0671999994916061
"93",93,0.0762999938497862,0.0750166638307297,0.0481833310617418,0.0199500020136942,0.00140000275524285,-0.0312666674551926,-0.0596166695147279,-0.0712833281328654,-0.0696500068383947
"94",94,0.0798000051304026,0.0745500074127173,0.0471333334958798,0.0178500034272049,0.00209999987007136,-0.0297499956675945,-0.0603166568977321,-0.0709333353096548,-0.0733833365244013
"95",95,0.0820166676552632,0.0780499985483711,0.0445666687970699,0.0167999928136168,0.00256666486656706,-0.0288166698159575,-0.060083333614279,-0.0715166622115161,-0.0775833222156957
"96",96,0.0844666659007406,0.078750000217535,0.0443333261778662,0.0168000025980333,0.00245000264561287,-0.0267166545821893,-0.0584500024010737,-0.0687166681684412,-0.0812000082512828
"97",97,0.0851666698692651,0.0802666625957699,0.0452666724626146,0.0143500017268754,0.00338333197188593,-0.0262500118975426,-0.0603166676142917,-0.066966670128884,-0.0813166604092953
"98",98,0.0883166677797866,0.0833000001752504,0.0410666643695484,0.0157500034793155,0.00291666277113275,-0.0260166634562656,-0.0576333417100127,-0.0683666693554261,-0.0872666723690081
"99",99,0.0923999994620852,0.0818999976707974,0.0436333330656798,0.0142333289441612,0.0038500013059705,-0.0218166718925132,-0.0570499933267334,-0.0656833297532514,-0.087383338652673
"100",100,0.092983330224904,0.0829500023920244,0.0421166643446732,0.0136500011208014,0.00303333460907088,-0.0209999956746242,-0.056699999673157,-0.0627666750969412,-0.0888999988960099
"101",101,0.0905333319251283,0.0792166708210316,0.0416499978422014,0.0116666696620562,0.00419999777188399,-0.0204166670373952,-0.0534333303913914,-0.0646333303375601,-0.0904166566889722
"102",102,0.090416664496078,0.0796833392670661,0.0401333412836326,0.0135333269792008,0.00431667411102028,-0.020066666328154,-0.0515666715084436,-0.0628833374952412,-0.0889000029022367
"103",103,0.0913500011956409,0.077816660043649,0.0431666617959185,0.0135333353102949,0.00478333431900709,-0.0169166677765668,-0.0522666671290358,-0.0619499963433114,-0.0905333341882701
"104",104,0.0892500080254549,0.0724499982895065,0.0385000053397327,0.0135333368537912,0.00641666215284656,-0.0171500010628873,-0.050633332869758,-0.0607833326720686,-0.0906500053228871
"105",105,0.0891333261160676,0.0722166723870561,0.0402499999668149,0.013299991281502,0.00443333278427964,-0.0163333305454684,-0.0501666728799148,-0.0573999954195931,-0.0877333286395056
"106",106,0.0883166662910323,0.0657999942674004,0.0364000043768957,0.0120166690543756,0.00420000211911734,-0.0145833347032828,-0.047599993840002,-0.0531999974246989,-0.0908833300884136
"107",107,0.0894833355170631,0.0653333488014365,0.036166667344291,0.0124833359360371,0.004316665660021,-0.0141166680692001,-0.041066670686874,-0.0560000036489033,-0.0892499855681971
"108",108,0.0848166729242152,0.0612499904645764,0.0324333293802333,0.0113166629150453,0.00350000311914642,-0.0138833381647304,-0.0426999990045473,-0.0519166654449701,-0.0904166761803194
"109",109,0.0841166595480478,0.0587999999834594,0.031849999903245,0.00921666483466945,0.00256666832988125,-0.0142333268534837,-0.0379166681154545,-0.0507499984812915,-0.0900666741993552
"110",110,0.0818999992875917,0.0576333297123663,0.0317333351034387,0.00816667082920055,0.00209999847758111,-0.0134166699483747,-0.0351166677659709,-0.0486500048018707,-0.0849333336672786
"111",111,0.0781666750222079,0.054833333074238,0.0255500007369025,0.00863332953172931,0.00326666791216927,-0.0131833315011394,-0.0338333275762758,-0.0486499971382733,-0.0878500029663696
"112",112,0.0760666631167061,0.0504000051576593,0.0256666654742292,0.00863333888296618,0.00279999677188593,-0.0112000043273493,-0.028233327268397,-0.0453833347307946,-0.0823666593653431
"113",113,0.0718666653200015,0.0493499964701003,0.0219333323356482,0.00735000123263429,0.00291666723486544,-0.0108499979452782,-0.0273000019045161,-0.0426999997267238,-0.0768833333485212
"114",114,0.0653333340457161,0.0459666590973825,0.0199500015379885,0.0066500027851992,0.0033833341485991,-0.0100333326941037,-0.0221666679862824,-0.0410666663502809,-0.0778166664241275
"115",115,0.0627666582515772,0.045033341472636,0.0202999969967029,0.00944999791724673,0.00291666763855068,-0.0101499993978469,-0.0193666701397127,-0.0381500009347825,-0.0724499986324707
"116",116,0.0579833352169178,0.0410666651970776,0.0180833313099324,0.00618333451952903,0.00245000308291004,-0.00933333273913549,-0.0188999934209892,-0.0357000048982608,-0.069183339379781
"117",117,0.054249997240117,0.0401333314760131,0.0167999981049948,0.00489999855211735,0.00221666738813119,-0.00886666935689104,-0.0184333305557974,-0.0370999950133728,-0.0681333441578234
"118",118,0.0493500084349513,0.0334833325815308,0.0149333361366523,0.00455000285971663,0.00244999758492253,-0.0067666649959511,-0.0149333409650107,-0.0354666660495088,-0.0618333187883934
"119",119,0.0484166572598331,0.0323166687197203,0.0149333251114476,0.00513333439011599,0.00244999652872665,-0.0081666668458959,-0.0144666650429311,-0.0352333404721276,-0.0631166717839956
"120",120,0.045033341818101,0.0292833272832825,0.0120166687284726,0.00373332853872478,0.00279999787808467,-0.00641666855773117,-0.0129500006323665,-0.0332500016604995,-0.057399999713588
"121",121,0.0439833352449461,0.0257833365701718,0.0121333350804275,0.00525000495278928,0.00210000139583829,-0.00431666867481935,-0.0126000009254976,-0.0316166611124633,-0.0552999972164487
"122",122,0.0416499960704685,0.0230999970740301,0.0109666665051922,0.00384999923023677,0.00128333360544559,-0.00326666761948878,-0.0108499950959908,-0.0335999964143156,-0.05483334125081
"123",123,0.0384999975235491,0.020649998238451,0.0108499993715796,0.00455000348740651,0.00139999699070471,-0.0037333300772661,-0.00898333751425177,-0.0300999927528449,-0.0508666646881173
"124",124,0.0370999967762449,0.0178500071245024,0.00991667437967178,0.00279999775095203,0.00210000337180217,-0.00093333117009492,-0.00699999952614635,-0.0305666711324851,-0.0506333286615367
"125",125,0.0367500057469271,0.0157499982282982,0.00653332403077146,0.00525000091057727,0.00140000236379265,0.000700002884186882,-0.00618333712568366,-0.0322000011361817,-0.0450333311490609
"126",126,0.0354666617181242,0.015166667652904,0.00711666869006372,0.00384999628569598,0.0006999963757433,0.000583332541728938,-0.00268332933603365,-0.0277666694692975,-0.0436333352263525
"127",127,0.0310333436689005,0.0137666660316853,0.00525000158207881,0.0040833322066114,0.00163333623687673,0.00151666283674361,-0.00116667247579621,-0.0249666648600464,-0.0435166636333295
"128",128,0.0303333301892539,0.0110833294045134,0.00373333031463439,0.0040833357708246,0.000699998659718528,0.00175000155195646,0.00105000304870343,-0.024966662686779,-0.0386166724883448
"129",129,0.0272999973588603,0.00898333675196683,0.00093333385600761,0.00209999815223398,0.000466664041877386,0.00338333149951497,0.00233333768811168,-0.0231000031947608,-0.0383833358985222
"130",130,0.0262500011623727,0.00909999874881475,0.000700000965080403,0.00501665962903095,-0.000349998477554012,0.00315000420456484,0.00583333096870589,-0.0225166660132303,-0.0351166640294579
"131",131,0.0232166705593047,0.00851666499529957,-0.00163333327807896,0.00291667494745397,0.000466669209519689,0.00151666143794994,0.00606666445373007,-0.0178499960566911,-0.0323166663417017
"132",132,0.0227499899531874,0.00758333679660399,-0.00314999203190877,0.00349999719218265,-0.00023333290309651,0.00303333535713542,0.00758333682159097,-0.0165666662144593,-0.0325500008983596
"133",133,0.0194833392644023,0.00653333241596668,-0.00268333554753962,0.00373333177370051,-0.00105000611144263,0.00105000263501736,0.00886666424518406,-0.0161000019830718,-0.0311499947909493
"134",134,0.0183166576131012,0.00489999973859608,-0.00490000271761305,0.0037333315485739,-0.00163333308375082,0.00244999588514559,0.00805000180550813,-0.0134166688245851,-0.025900001615994
"135",135,0.0147000006081165,0.00408333832555511,-0.00268333766945687,0.00314999979486069,-0.000466667348350885,0.00128333566501464,0.00921666676000805,-0.0107333296745606,-0.0242666699572552
"136",136,0.0159833295637136,0.00478332600840335,-0.00373333099871613,0.00350000208977941,-0.000700000168410631,0.00221667010170044,0.0107333311520094,-0.013300001324643,-0.0216999999052044
"137",137,0.014350007650181,0.00198333854866913,-0.00373333774424527,0.00279999865595695,-0.00011666297642397,0.00291666116898351,0.00968333524482164,-0.00980000099411233,-0.0205333337742473
"138",138,0.0142333312596825,-0.000933327449260962,-0.00198332920106522,0.00350000043385832,0.000466664311249117,0.00233333396216834,0.00921666580389736,-0.00653333681544664,-0.0166833365108468
"139",139,0.0135333325288569,-0.00116667326266748,-0.00361667016166798,0.00303333255840177,0.000349998372865477,0.00384999967135136,0.00723333424644598,-0.00828333889555203,-0.0159833327059091
"140",140,0.0124833318978978,-0.00221666915652479,-0.0023333324790082,0.00163333603291102,-0.000700002227887761,0.00396666932905743,0.00466666630043778,-0.00501665702292379,-0.0142333226728301
"141",141,0.0114333369640062,-0.00385000075859408,-0.0025666641247931,0.000816664689602382,0.0001166685451983,0.00315000058391533,0.00314999840456006,-0.00618333716367074,-0.0134166671208031
"142",142,0.00979999395326305,-0.00513333102196483,-0.00315000371610598,-0.000583331405893092,0.0010500011308759,0.00314999956137352,0.00174999671196125,-0.0032666674443871,-0.0103833371042915
"143",143,0.00851667218279205,-0.00524999038344379,-0.0041999995871279,-0.000816669005959235,-0.000116667557369451,0.00431666406067458,2.59141246567724e-09,-0.00349999913398494,-0.00886666599456564
"144",144,0.00606666458394489,-0.00781667042870052,-0.00396666504483461,-0.00081667072820795,0.000583335229171591,0.00140000395259191,0.000583332576923702,-0.00338333363345858,-0.00968333143705676
"145",145,0.00268334202235456,-0.00840000058844625,-0.00466666651398375,-0.00140000066047174,-0.000933333414738903,0.0013999967829145,-0.0023333340693737,-0.0027999977379784,-0.00956666781248432
"146",146,0.00326666289762631,-0.00863333590297859,-0.00361666826473801,-0.00419999902328296,-0.000116663918902622,-0.000700004395530089,-0.00116666658168608,-0.00326666595559707,-0.00769999978227844
"147",147,-0.000233337232074101,-0.00816666703019873,-0.00384999860778892,-0.00139999612873048,0.000349998491010996,0.000116672005356049,-0.00128333062627502,-0.0028000008344451,-0.00688333405310687
"148",148,-0.00139999809624401,-0.0078166698733847,-0.00466666970479688,-0.00291666716561783,0.000349999183750827,0.00116666805480164,-0.000816665379957278,-0.00233333276761017,-0.00676667058810901
"149",149,-0.00198333231682016,-0.0071166681928178,-0.00221666646217219,-0.00268333150148183,0.000233331659490329,-0.000700003648881519,0.000116659652430052,-0.00280936581370114,-0.00361666585369341
"150",150,-0.00396666140109295,-0.00734999627068399,-0.00268333414005894,-0.000816667386684181,0.000466668089052711,-0.00174999987702331,-0.000933330370254129,-0.00362876560772744,-0.00420000036206696
"151",151,-0.00421687219443471,-0.00497908214702705,-0.00329411444595339,-0.000995934244476753,0.00169355018286776,0.00100000167432292,-0.00144628038691718,-0.00541666893763217,0.00420600935928026
